[2025-01-13 18:42:44.942925] [0x0000007f83d0e7c0] [MocapTag] [0x0000332d] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-01-13 18:42:45.247786] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [140] 1736811765247672, 0.359876, 0.103883, -0.258211, -0.309469, -0.998872, 0.0108152, -0.040154, 0.0229202, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.250270] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [142] 1736811765250198, 0.362402, 0.103865, -0.258222, -0.309444, -0.998879, 0.0108567, -0.0400707, 0.0227407, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.253085] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [143] 1736811765252970, 0.365174, 0.103865, -0.258222, -0.309444, -0.998879, 0.0108567, -0.0400707, 0.0227407, 0, 0, 0.002596, 0, 0, -0.036199, 
[2025-01-13 18:42:45.257061] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [144] 1736811765256945, 0.369149, 0.103865, -0.258222, -0.309444, -0.998879, 0.0108567, -0.0400707, 0.0227407, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.259642] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [145] 1736811765259541, 0.371745, 0.103865, -0.258222, -0.309444, -0.998879, 0.0108567, -0.0400707, 0.0227407, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.262242] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [147] 1736811765262128, 0.374332, 0.103877, -0.258242, -0.309437, -0.998877, 0.0108815, -0.0400634, 0.0228129, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.264756] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [148] 1736811765264645, 0.376849, 0.103877, -0.258242, -0.309437, -0.998877, 0.0108815, -0.0400634, 0.0228129, 0, -0.00206031, 0, 0, 0, 0, 
[2025-01-13 18:42:45.267210] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [149] 1736811765267104, 0.379308, 0.103877, -0.258242, -0.309437, -0.998877, 0.0108815, -0.0400634, 0.0228129, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.271346] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [151] 1736811765271226, 0.38343, 0.10386, -0.258259, -0.30941, -0.998865, 0.0109116, -0.040239, 0.0230491, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.274056] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [152] 1736811765273939, 0.386143, 0.10386, -0.258259, -0.30941, -0.998865, 0.0109116, -0.040239, 0.0230491, 0, 0, 0.00270847, 0, -0.0357382, 0.0468325, 
[2025-01-13 18:42:45.276727] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [153] 1736811765276615, 0.388819, 0.10386, -0.258259, -0.30941, -0.998865, 0.0109116, -0.040239, 0.0230491, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.279361] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [154] 1736811765279247, 0.391451, 0.10386, -0.258259, -0.30941, -0.998865, 0.0109116, -0.040239, 0.0230491, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.281950] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [156] 1736811765281811, 0.394015, 0.103904, -0.258283, -0.309427, -0.998855, 0.0109671, -0.0403235, 0.0232989, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.284604] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [157] 1736811765284492, 0.396696, 0.103904, -0.258283, -0.309427, -0.998855, 0.0109671, -0.0403235, 0.0232989, 0.004366, -0.00238909, 0, 0, 0, 0.0494957, 
[2025-01-13 18:42:45.288411] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [158] 1736811765288298, 0.400502, 0.103904, -0.258283, -0.309427, -0.998855, 0.0109671, -0.0403235, 0.0232989, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.290750] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [160] 1736811765290667, 0.402871, 0.10389, -0.25833, -0.309478, -0.998855, 0.0110736, -0.0403077, 0.0232667, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.293523] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [161] 1736811765293399, 0.405603, 0.10389, -0.25833, -0.309478, -0.998855, 0.0110736, -0.0403077, 0.0232667, 0, -0.00476012, -0.00503503, 0, 0, 0, 
[2025-01-13 18:42:45.297252] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [162] 1736811765297139, 0.409343, 0.10389, -0.25833, -0.309478, -0.998855, 0.0110736, -0.0403077, 0.0232667, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.298455] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [163] 1736811765298349, 0.410553, 0.10389, -0.25833, -0.309478, -0.998855, 0.0110736, -0.0403077, 0.0232667, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.301864] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [165] 1736811765301750, 0.413954, 0.103831, -0.258287, -0.309427, -0.998848, 0.0109986, -0.0404905, 0.0232985, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.304361] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [166] 1736811765304251, 0.416455, 0.103831, -0.258287, -0.309427, -0.998848, 0.0109986, -0.0404905, 0.0232985, -0.00596878, 0.00434851, 0.00502097, 0, -0.0363067, 0, 
[2025-01-13 18:42:45.308113] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [167] 1736811765308002, 0.420206, 0.103831, -0.258287, -0.309427, -0.998848, 0.0109986, -0.0404905, 0.0232985, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.309614] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [168] 1736811765309527, 0.421731, 0.103831, -0.258287, -0.309427, -0.998848, 0.0109986, -0.0404905, 0.0232985, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.312187] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [170] 1736811765312075, 0.424279, 0.103866, -0.258261, -0.309436, -0.99886, 0.0109712, -0.0402993, 0.0231112, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.314820] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [171] 1736811765314701, 0.426905, 0.103866, -0.258261, -0.309436, -0.99886, 0.0109712, -0.0402993, 0.0231112, 0.0035597, 0.00257117, 0, 0, 0.038778, -0.0370279, 
[2025-01-13 18:42:45.317273] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [172] 1736811765317160, 0.429364, 0.103866, -0.258261, -0.309436, -0.99886, 0.0109712, -0.0402993, 0.0231112, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.320079] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [174] 1736811765320021, 0.432225, 0.103824, -0.258298, -0.309468, -0.998862, 0.0110527, -0.0403018, 0.0229877, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.323078] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [175] 1736811765322958, 0.435162, 0.103824, -0.258298, -0.309468, -0.998862, 0.0110527, -0.0403018, 0.0229877, -0.00418864, -0.00369443, -0.00318562, 0, 0, 0, 
[2025-01-13 18:42:45.325404] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [176] 1736811765325294, 0.437498, 0.103824, -0.258298, -0.309468, -0.998862, 0.0110527, -0.0403018, 0.0229877, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.327877] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [177] 1736811765327768, 0.439972, 0.103824, -0.258298, -0.309468, -0.998862, 0.0110527, -0.0403018, 0.0229877, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.330336] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [179] 1736811765330280, 0.442484, 0.103855, -0.258294, -0.309459, -0.998861, 0.0110494, -0.0402921, 0.0230418, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.334289] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [180] 1736811765334176, 0.44638, 0.103855, -0.258294, -0.309459, -0.998861, 0.0110494, -0.0402921, 0.0230418, 0.00309213, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.335938] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [181] 1736811765335817, 0.448021, 0.103855, -0.258294, -0.309459, -0.998861, 0.0110494, -0.0402921, 0.0230418, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.338686] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [182] 1736811765338536, 0.45074, 0.103855, -0.258294, -0.309459, -0.998861, 0.0110494, -0.0402921, 0.0230418, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.341600] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [184] 1736811765341486, 0.45369, 0.103875, -0.258291, -0.309465, -0.99887, 0.0110505, -0.0401408, 0.0229347, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.344039] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [185] 1736811765343927, 0.456131, 0.103875, -0.258291, -0.309465, -0.99887, 0.0110505, -0.0401408, 0.0229347, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.346482] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [186] 1736811765346373, 0.458577, 0.103875, -0.258291, -0.309465, -0.99887, 0.0110505, -0.0401408, 0.0229347, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.349073] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [187] 1736811765348962, 0.461166, 0.103875, -0.258291, -0.309465, -0.99887, 0.0110505, -0.0401408, 0.0229347, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.352008] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [189] 1736811765351853, 0.464057, 0.103857, -0.25829, -0.309454, -0.998859, 0.0109999, -0.0403076, 0.0231468, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.354612] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [190] 1736811765354504, 0.466708, 0.103857, -0.25829, -0.309454, -0.998859, 0.0109999, -0.0403076, 0.0231468, 0, 0, 0, 0, 0, 0.0426531, 
[2025-01-13 18:42:45.357154] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [191] 1736811765357043, 0.469247, 0.103857, -0.25829, -0.309454, -0.998859, 0.0109999, -0.0403076, 0.0231468, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.359772] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [192] 1736811765359673, 0.471877, 0.103857, -0.25829, -0.309454, -0.998859, 0.0109999, -0.0403076, 0.0231468, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.362347] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [194] 1736811765362234, 0.474438, 0.103825, -0.258275, -0.309437, -0.998866, 0.0109789, -0.0402377, 0.0229696, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.366517] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [195] 1736811765366405, 0.478609, 0.103825, -0.258275, -0.309437, -0.998866, 0.0109789, -0.0402377, 0.0229696, -0.00314255, 0, 0, 0, 0, -0.0352345, 
[2025-01-13 18:42:45.369219] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [196] 1736811765369110, 0.481314, 0.103825, -0.258275, -0.309437, -0.998866, 0.0109789, -0.0402377, 0.0229696, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.371774] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [198] 1736811765371663, 0.483867, 0.103856, -0.258256, -0.309446, -0.998859, 0.0109299, -0.0403267, 0.0231327, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.375330] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [199] 1736811765375186, 0.48739, 0.103856, -0.258256, -0.309446, -0.998859, 0.0109299, -0.0403267, 0.0231327, 0.00307573, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.378673] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [200] 1736811765378510, 0.490714, 0.103856, -0.258256, -0.309446, -0.998859, 0.0109299, -0.0403267, 0.0231327, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.381794] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [202] 1736811765381682, 0.493886, 0.10383, -0.258249, -0.309438, -0.998871, 0.0109194, -0.0401985, 0.0228564, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.384357] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [203] 1736811765384243, 0.496447, 0.10383, -0.258249, -0.309438, -0.998871, 0.0109194, -0.0401985, 0.0228564, -0.00257222, 0, 0, 0, 0, -0.0551105, 
[2025-01-13 18:42:45.386988] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [204] 1736811765386880, 0.499084, 0.10383, -0.258249, -0.309438, -0.998871, 0.0109194, -0.0401985, 0.0228564, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.389470] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [205] 1736811765389374, 0.501578, 0.10383, -0.258249, -0.309438, -0.998871, 0.0109194, -0.0401985, 0.0228564, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.392188] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [207] 1736811765392075, 0.504279, 0.103851, -0.258259, -0.309462, -0.998865, 0.0109463, -0.0402559, 0.0229797, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.395157] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [208] 1736811765395044, 0.507248, 0.103851, -0.258259, -0.309462, -0.998865, 0.0109463, -0.0402559, 0.0229797, 0.00207217, 0, -0.00239546, 0, 0, 0, 
[2025-01-13 18:42:45.399625] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [209] 1736811765399533, 0.511737, 0.103851, -0.258259, -0.309462, -0.998865, 0.0109463, -0.0402559, 0.0229797, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.400816] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [211] 1736811765400690, 0.512894, 0.103841, -0.258265, -0.309457, -0.99886, 0.0109219, -0.0403492, 0.0230704, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.406072] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [212] 1736811765405944, 0.518148, 0.103841, -0.258265, -0.309457, -0.99886, 0.0109219, -0.0403492, 0.0230704, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.406670] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [213] 1736811765406578, 0.518782, 0.103841, -0.258265, -0.309457, -0.99886, 0.0109219, -0.0403492, 0.0230704, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.408761] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [214] 1736811765408653, 0.520857, 0.103841, -0.258265, -0.309457, -0.99886, 0.0109219, -0.0403492, 0.0230704, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.413034] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [216] 1736811765412919, 0.525123, 0.103866, -0.258291, -0.309473, -0.998852, 0.0110075, -0.0404037, 0.0232478, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.415756] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [217] 1736811765415642, 0.527846, 0.103866, -0.258291, -0.309473, -0.998852, 0.0110075, -0.0404037, 0.0232478, 0.00251835, -0.00266609, 0, 0, 0, 0, 
[2025-01-13 18:42:45.418658] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [218] 1736811765418514, 0.530718, 0.103866, -0.258291, -0.309473, -0.998852, 0.0110075, -0.0404037, 0.0232478, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.421259] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [220] 1736811765421140, 0.533344, 0.103889, -0.258278, -0.309451, -0.998859, 0.0109886, -0.0402857, 0.0231956, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.423914] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [221] 1736811765423800, 0.536004, 0.103889, -0.258278, -0.309451, -0.998859, 0.0109886, -0.0402857, 0.0231956, 0.00230358, 0, 0.00216109, 0, 0, 0, 
[2025-01-13 18:42:45.428007] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [222] 1736811765427898, 0.540102, 0.103889, -0.258278, -0.309451, -0.998859, 0.0109886, -0.0402857, 0.0231956, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.430660] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [224] 1736811765430551, 0.542755, 0.103907, -0.25826, -0.309422, -0.998858, 0.0109562, -0.0402746, 0.0232483, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.433414] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [225] 1736811765433301, 0.545505, 0.103907, -0.25826, -0.309422, -0.998858, 0.0109562, -0.0402746, 0.0232483, 0, 0, 0.00289816, 0, 0, 0, 
[2025-01-13 18:42:45.436059] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [226] 1736811765435950, 0.548154, 0.103907, -0.25826, -0.309422, -0.998858, 0.0109562, -0.0402746, 0.0232483, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.440380] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [228] 1736811765440300, 0.552504, 0.103907, -0.25826, -0.309422, -0.998858, 0.0109562, -0.0402746, 0.0232483, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.444540] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [229] 1736811765444426, 0.55663, 0.103879, -0.258254, -0.309413, -0.99885, 0.0109697, -0.0404137, 0.0233642, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.445545] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [230] 1736811765445435, 0.557639, 0.103879, -0.258254, -0.309413, -0.99885, 0.0109697, -0.0404137, 0.0233642, -0.00280813, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.448097] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [231] 1736811765447990, 0.560194, 0.103879, -0.258254, -0.309413, -0.99885, 0.0109697, -0.0404137, 0.0233642, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.450836] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [233] 1736811765450720, 0.562924, 0.103893, -0.258241, -0.309403, -0.998855, 0.0109825, -0.0403312, 0.0232813, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.453541] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [234] 1736811765453426, 0.56563, 0.103893, -0.258241, -0.309403, -0.998855, 0.0109825, -0.0403312, 0.0232813, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.456004] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [235] 1736811765455886, 0.56809, 0.103893, -0.258241, -0.309403, -0.998855, 0.0109825, -0.0403312, 0.0232813, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.459742] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [236] 1736811765459658, 0.571862, 0.103893, -0.258241, -0.309403, -0.998855, 0.0109825, -0.0403312, 0.0232813, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.462303] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [238] 1736811765462190, 0.574394, 0.10389, -0.258213, -0.3094, -0.998861, 0.0109267, -0.04026, 0.0231805, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.465045] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [239] 1736811765464934, 0.577138, 0.10389, -0.258213, -0.3094, -0.998861, 0.0109267, -0.04026, 0.0231805, 0, 0.00282141, 0, 0, 0, 0, 
[2025-01-13 18:42:45.467466] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [240] 1736811765467357, 0.579561, 0.10389, -0.258213, -0.3094, -0.998861, 0.0109267, -0.04026, 0.0231805, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.470025] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [241] 1736811765469942, 0.582146, 0.10387, -0.2582, -0.309382, -0.998861, 0.0108918, -0.0402809, 0.0231189, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.472819] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [243] 1736811765472676, 0.58488, 0.10387, -0.2582, -0.309382, -0.998861, 0.0108918, -0.0402809, 0.0231189, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.475534] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [244] 1736811765475418, 0.587622, 0.10387, -0.2582, -0.309382, -0.998861, 0.0108918, -0.0402809, 0.0231189, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.477844] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [245] 1736811765477736, 0.58994, 0.10387, -0.2582, -0.309382, -0.998861, 0.0108918, -0.0402809, 0.0231189, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.480395] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [247] 1736811765480315, 0.592519, 0.103873, -0.258231, -0.309426, -0.998867, 0.0109304, -0.0401877, 0.0230197, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.483149] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [248] 1736811765483036, 0.59524, 0.103873, -0.258231, -0.309426, -0.998867, 0.0109304, -0.0401877, 0.0230197, 0, -0.00315117, -0.00441649, 0, 0, 0, 
[2025-01-13 18:42:45.485730] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [249] 1736811765485617, 0.597821, 0.103873, -0.258231, -0.309426, -0.998867, 0.0109304, -0.0401877, 0.0230197, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.488214] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [250] 1736811765488108, 0.600312, 0.103873, -0.258231, -0.309426, -0.998867, 0.0109304, -0.0401877, 0.0230197, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.491791] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [252] 1736811765491667, 0.603871, 0.103894, -0.258248, -0.309436, -0.998855, 0.0109197, -0.0403292, 0.0232948, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.494261] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [253] 1736811765494149, 0.606353, 0.103894, -0.258248, -0.309436, -0.998855, 0.0109197, -0.0403292, 0.0232948, 0.00210415, 0, 0, 0, 0, 0.0550192, 
[2025-01-13 18:42:45.496922] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [254] 1736811765496809, 0.609013, 0.103894, -0.258248, -0.309436, -0.998855, 0.0109197, -0.0403292, 0.0232948, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.501797] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [256] 1736811765501664, 0.613868, 0.103894, -0.258248, -0.309436, -0.998855, 0.0109197, -0.0403292, 0.0232948, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.502478] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [257] 1736811765502378, 0.614582, 0.103871, -0.258252, -0.309435, -0.998856, 0.0109304, -0.0403316, 0.0232566, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.507188] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [258] 1736811765507058, 0.619262, 0.103871, -0.258252, -0.309435, -0.998856, 0.0109304, -0.0403316, 0.0232566, -0.0022633, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.507987] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [259] 1736811765507884, 0.620088, 0.103871, -0.258252, -0.309435, -0.998856, 0.0109304, -0.0403316, 0.0232566, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.510151] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [261] 1736811765510088, 0.622292, 0.103865, -0.258264, -0.309434, -0.998857, 0.0109363, -0.040318, 0.023248, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.513094] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [262] 1736811765512979, 0.625183, 0.103865, -0.258264, -0.309434, -0.998857, 0.0109363, -0.040318, 0.023248, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.515532] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [263] 1736811765515422, 0.627626, 0.103865, -0.258264, -0.309434, -0.998857, 0.0109363, -0.040318, 0.023248, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.518179] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [264] 1736811765518061, 0.630265, 0.103865, -0.258264, -0.309434, -0.998857, 0.0109363, -0.040318, 0.023248, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.520648] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [266] 1736811765520564, 0.632768, 0.103841, -0.258283, -0.309452, -0.998863, 0.0109837, -0.0402357, 0.0230776, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.523760] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [267] 1736811765523632, 0.635836, 0.103841, -0.258283, -0.309452, -0.998863, 0.0109837, -0.0402357, 0.0230776, -0.00237177, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.526279] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [268] 1736811765526166, 0.63837, 0.103841, -0.258283, -0.309452, -0.998863, 0.0109837, -0.0402357, 0.0230776, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.529021] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [269] 1736811765528913, 0.641117, 0.103841, -0.258283, -0.309452, -0.998863, 0.0109837, -0.0402357, 0.0230776, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.531574] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [271] 1736811765531451, 0.643655, 0.103873, -0.258246, -0.309436, -0.998872, 0.0109077, -0.0401056, 0.0229687, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.534144] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [272] 1736811765534031, 0.646235, 0.103873, -0.258246, -0.309436, -0.998872, 0.0109077, -0.0401056, 0.0229687, 0.00311112, 0.00364173, 0, 0, 0, 0, 
[2025-01-13 18:42:45.536659] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [273] 1736811765536518, 0.648722, 0.103873, -0.258246, -0.309436, -0.998872, 0.0109077, -0.0401056, 0.0229687, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.539566] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [274] 1736811765539471, 0.651675, 0.103873, -0.258246, -0.309436, -0.998872, 0.0109077, -0.0401056, 0.0229687, 0, 0, 0, 0, 0, 0, 
