[2025-10-01 20:48:16.811296] [0x0000007fa26517c0] [MocapTag] [0x00006aa9] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-01 20:48:17.119955] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [138] 1759366097119840, 3.1508, 0.0157649, -0.367017, -0.31069, -0.999924, -0.01003, 0.003845, -0.00600423, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.122733] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [140] 1759366097122624, 3.15358, 0.0157649, -0.367017, -0.31069, -0.999924, -0.01003, 0.003845, -0.00600423, 0.0040326, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.125221] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [141] 1759366097125102, 3.15606, 0.0157649, -0.367017, -0.31069, -0.999924, -0.01003, 0.003845, -0.00600423, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.132712] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [143] 1759366097132588, 3.16355, 0.0157649, -0.367017, -0.31069, -0.999924, -0.01003, 0.003845, -0.00600423, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.133325] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [144] 1759366097133236, 3.16419, 0.0157935, -0.367, -0.310708, -0.999923, -0.0101183, 0.00386399, -0.00606275, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.136215] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [145] 1759366097136103, 3.16706, 0.0157935, -0.367, -0.310708, -0.999923, -0.0101183, 0.00386399, -0.00606275, 0.00285809, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.138160] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [146] 1759366097138055, 3.16901, 0.0157935, -0.367, -0.310708, -0.999923, -0.0101183, 0.00386399, -0.00606275, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.140848] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [147] 1759366097140751, 3.17171, 0.0157852, -0.367002, -0.310723, -0.999923, -0.0101375, 0.003794, -0.00610265, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.143646] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [149] 1759366097143533, 3.17449, 0.0157852, -0.367002, -0.310723, -0.999923, -0.0101375, 0.003794, -0.00610265, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.147814] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [150] 1759366097147704, 3.17866, 0.0157852, -0.367002, -0.310723, -0.999923, -0.0101375, 0.003794, -0.00610265, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.150351] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [151] 1759366097150233, 3.18119, 0.015824, -0.36701, -0.310734, -0.999922, -0.010141, 0.00387968, -0.00609417, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.153097] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [153] 1759366097152986, 3.18394, 0.015824, -0.36701, -0.310734, -0.999922, -0.010141, 0.00387968, -0.00609417, 0.0038794, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.155506] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [154] 1759366097155394, 3.18635, 0.015824, -0.36701, -0.310734, -0.999922, -0.010141, 0.00387968, -0.00609417, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.158314] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [155] 1759366097158205, 3.18916, 0.015824, -0.36701, -0.310734, -0.999922, -0.010141, 0.00387968, -0.00609417, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.160766] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [157] 1759366097160713, 3.19167, 0.0153301, -0.367768, -0.311101, -0.999945, -0.00872231, 0.00272586, -0.0051808, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.164616] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [158] 1759366097164502, 3.19546, 0.0153301, -0.367768, -0.311101, -0.999945, -0.00872231, 0.00272586, -0.0051808, -0.0493896, -0.0757966, -0.0367103, -0.285673, -0.227417, 0.185785, 
[2025-10-01 20:48:17.168841] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [159] 1759366097168730, 3.19969, 0.0153301, -0.367768, -0.311101, -0.999945, -0.00872231, 0.00272586, -0.0051808, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.169780] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [160] 1759366097169672, 3.20063, 0.0153398, -0.367749, -0.311083, -0.999945, -0.0087407, 0.00275166, -0.00520091, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.173002] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [162] 1759366097172890, 3.20385, 0.0153398, -0.367749, -0.311083, -0.999945, -0.0087407, 0.00275166, -0.00520091, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.175167] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [163] 1759366097175059, 3.20602, 0.0153398, -0.367749, -0.311083, -0.999945, -0.0087407, 0.00275166, -0.00520091, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.179605] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [164] 1759366097179496, 3.21045, 0.0153398, -0.367749, -0.311083, -0.999945, -0.0087407, 0.00275166, -0.00520091, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.182074] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [166] 1759366097181954, 3.21291, 0.015887, -0.367409, -0.311039, -0.999934, -0.00965879, 0.00334959, -0.0051969, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.185106] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [167] 1759366097184995, 3.21595, 0.015887, -0.367409, -0.311039, -0.999934, -0.00965879, 0.00334959, -0.0051969, 0.0547208, 0.0339755, 0.00443, 0.18425, 0.118627, 0, 
[2025-10-01 20:48:17.187546] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [168] 1759366097187438, 3.2184, 0.015887, -0.367409, -0.311039, -0.999934, -0.00965879, 0.00334959, -0.0051969, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.190381] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [169] 1759366097190295, 3.22125, 0.0155822, -0.367582, -0.31082, -0.99994, -0.00942321, 0.00360679, -0.00429272, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.194598] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [171] 1759366097194485, 3.22544, 0.0155822, -0.367582, -0.31082, -0.99994, -0.00942321, 0.00360679, -0.00429272, -0.0304733, -0.0173434, 0.0219232, -0.047493, 0.0533918, 0.180501, 
[2025-10-01 20:48:17.197100] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [172] 1759366097196990, 3.22795, 0.0155822, -0.367582, -0.31082, -0.99994, -0.00942321, 0.00360679, -0.00429272, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.199785] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [173] 1759366097199679, 3.23064, 0.0156071, -0.367481, -0.310774, -0.999942, -0.00908918, 0.00349941, -0.00462514, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.202619] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [175] 1759366097202507, 3.23346, 0.0156071, -0.367481, -0.310774, -0.999942, -0.00908918, 0.00349941, -0.00462514, 0.00248521, 0.0101446, 0.00451193, -0.0666857, 0, -0.0660471, 
[2025-10-01 20:48:17.205110] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [176] 1759366097205000, 3.23596, 0.0156071, -0.367481, -0.310774, -0.999942, -0.00908918, 0.00349941, -0.00462514, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.207792] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [177] 1759366097207683, 3.23864, 0.0156071, -0.367481, -0.310774, -0.999942, -0.00908918, 0.00349941, -0.00462514, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.212018] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [179] 1759366097211899, 3.24286, 0.0157089, -0.367535, -0.310922, -0.999938, -0.00949483, 0.00357704, -0.00461127, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.214684] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [180] 1759366097214574, 3.24553, 0.0157089, -0.367535, -0.310922, -0.999938, -0.00949483, 0.00357704, -0.00461127, 0.0101824, -0.00536738, -0.0147852, 0.0812054, 0, 0, 
[2025-10-01 20:48:17.217245] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [181] 1759366097217135, 3.24809, 0.0157089, -0.367535, -0.310922, -0.999938, -0.00949483, 0.00357704, -0.00461127, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.219774] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [182] 1759366097219671, 3.25063, 0.0158245, -0.367414, -0.310985, -0.999936, -0.00947486, 0.00333725, -0.00516214, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.222757] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [184] 1759366097222646, 3.2536, 0.0158245, -0.367414, -0.310985, -0.999936, -0.00947486, 0.00333725, -0.00516214, 0.0115636, 0.0120879, -0.0062625, 0, -0.048984, -0.109702, 
[2025-10-01 20:48:17.226241] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [185] 1759366097226131, 3.25709, 0.0158245, -0.367414, -0.310985, -0.999936, -0.00947486, 0.00333725, -0.00516214, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.228942] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [186] 1759366097228833, 3.25979, 0.0158245, -0.367414, -0.310985, -0.999936, -0.00947486, 0.00333725, -0.00516214, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.232417] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [188] 1759366097232296, 3.26325, 0.0158796, -0.367403, -0.311025, -0.999935, -0.0095348, 0.00336966, -0.00525414, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.234457] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [189] 1759366097234347, 3.26531, 0.0158796, -0.367403, -0.311025, -0.999935, -0.0095348, 0.00336966, -0.00525414, 0.00550646, 0, -0.00404511, 0, 0, 0, 
[2025-10-01 20:48:17.236952] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [190] 1759366097236843, 3.2678, 0.0158796, -0.367403, -0.311025, -0.999935, -0.0095348, 0.00336966, -0.00525414, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.241204] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [191] 1759366097241116, 3.27207, 0.0158796, -0.367403, -0.311025, -0.999935, -0.0095348, 0.00336966, -0.00525414, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.243918] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [193] 1759366097243807, 3.27476, 0.0158824, -0.367389, -0.311043, -0.999935, -0.00960807, 0.0033192, -0.00523367, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.246790] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [194] 1759366097246679, 3.27764, 0.0158824, -0.367389, -0.311043, -0.999935, -0.00960807, 0.0033192, -0.00523367, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.249425] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [195] 1759366097249314, 3.28027, 0.0158824, -0.367389, -0.311043, -0.999935, -0.00960807, 0.0033192, -0.00523367, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.252125] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [197] 1759366097252009, 3.28297, 0.0158967, -0.367398, -0.311047, -0.999934, -0.0096153, 0.00330603, -0.00529108, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.256459] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [198] 1759366097256348, 3.28731, 0.0158967, -0.367398, -0.311047, -0.999934, -0.0096153, 0.00330603, -0.00529108, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.259325] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [199] 1759366097259214, 3.29017, 0.0158967, -0.367398, -0.311047, -0.999934, -0.0096153, 0.00330603, -0.00529108, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.261977] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [201] 1759366097261877, 3.29284, 0.0159249, -0.367373, -0.311041, -0.999934, -0.00961999, 0.00337234, -0.005332, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.264733] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [202] 1759366097264621, 3.29558, 0.0159249, -0.367373, -0.311041, -0.999934, -0.00961999, 0.00337234, -0.005332, 0.00281976, 0.00246254, 0, 0, 0, 0, 
[2025-10-01 20:48:17.267289] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [203] 1759366097267167, 3.29813, 0.0159249, -0.367373, -0.311041, -0.999934, -0.00961999, 0.00337234, -0.005332, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.269823] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [204] 1759366097269714, 3.30067, 0.0156955, -0.367509, -0.3109, -0.999938, -0.00954194, 0.00349144, -0.00463921, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.273226] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [206] 1759366097273116, 3.30407, 0.0156955, -0.367509, -0.3109, -0.999938, -0.00954194, 0.00349144, -0.00463921, -0.0229438, -0.0135437, 0.0141227, 0, 0, 0.13838, 
[2025-10-01 20:48:17.275467] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [207] 1759366097275351, 3.30631, 0.0156955, -0.367509, -0.3109, -0.999938, -0.00954194, 0.00349144, -0.00463921, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.278268] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [208] 1759366097278157, 3.30911, 0.0156955, -0.367509, -0.3109, -0.999938, -0.00954194, 0.00349144, -0.00463921, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.280849] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [209] 1759366097280753, 3.31171, 0.0157309, -0.367509, -0.310888, -0.999937, -0.00956333, 0.00358399, -0.00462532, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.283788] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [211] 1759366097283676, 3.31463, 0.0157309, -0.367509, -0.310888, -0.999937, -0.00956333, 0.00358399, -0.00462532, 0.00353998, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.288458] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [212] 1759366097288346, 3.3193, 0.0157309, -0.367509, -0.310888, -0.999937, -0.00956333, 0.00358399, -0.00462532, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.291062] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [213] 1759366097290988, 3.32195, 0.0158049, -0.367448, -0.310938, -0.999937, -0.00940001, 0.00345267, -0.00499675, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.294016] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [215] 1759366097293904, 3.32486, 0.0158049, -0.367448, -0.310938, -0.999937, -0.00940001, 0.00345267, -0.00499675, 0.00740025, 0.00607359, -0.0049915, 0, 0, -0.0739205, 
[2025-10-01 20:48:17.296483] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [216] 1759366097296371, 3.32733, 0.0158049, -0.367448, -0.310938, -0.999937, -0.00940001, 0.00345267, -0.00499675, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.299180] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [217] 1759366097299068, 3.33003, 0.0158049, -0.367448, -0.310938, -0.999937, -0.00940001, 0.00345267, -0.00499675, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.305118] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [219] 1759366097305007, 3.33596, 0.0158525, -0.367389, -0.310979, -0.999936, -0.00953865, 0.00329093, -0.00519632, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.306946] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [220] 1759366097306834, 3.33779, 0.0158525, -0.367389, -0.310979, -0.999936, -0.00953865, 0.00329093, -0.00519632, 0.00475958, 0.00590472, -0.00411904, 0, 0, -0.0396983, 
[2025-10-01 20:48:17.309696] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [221] 1759366097309587, 3.34055, 0.0158525, -0.367389, -0.310979, -0.999936, -0.00953865, 0.00329093, -0.00519632, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.312570] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [223] 1759366097312457, 3.34341, 0.0159258, -0.3674, -0.311015, -0.999934, -0.00960585, 0.00339621, -0.00526275, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.315609] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [224] 1759366097315496, 3.34645, 0.0159258, -0.3674, -0.311015, -0.999934, -0.00960585, 0.00339621, -0.00526275, 0.00732772, 0, -0.00353613, 0, 0, 0, 
[2025-10-01 20:48:17.320243] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [225] 1759366097320093, 3.35105, 0.0159258, -0.3674, -0.311015, -0.999934, -0.00960585, 0.00339621, -0.00526275, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.322748] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [227] 1759366097322637, 3.35359, 0.0158831, -0.367412, -0.311045, -0.999935, -0.00960695, 0.00326255, -0.00528339, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.325463] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [228] 1759366097325352, 3.35631, 0.0158831, -0.367412, -0.311045, -0.999935, -0.00960695, 0.00326255, -0.00528339, -0.00426796, 0, -0.00305747, 0, 0, 0, 
[2025-10-01 20:48:17.328302] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [229] 1759366097328195, 3.35915, 0.0158831, -0.367412, -0.311045, -0.999935, -0.00960695, 0.00326255, -0.00528339, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.330953] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [230] 1759366097330865, 3.36182, 0.0159264, -0.367374, -0.311038, -0.999934, -0.00964363, 0.00332391, -0.0053414, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.335513] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [232] 1759366097335391, 3.36635, 0.0159264, -0.367374, -0.311038, -0.999934, -0.00964363, 0.00332391, -0.0053414, 0.00433607, 0.00384729, 0, 0, 0, 0, 
[2025-10-01 20:48:17.338594] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [233] 1759366097338482, 3.36944, 0.0159264, -0.367374, -0.311038, -0.999934, -0.00964363, 0.00332391, -0.0053414, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.341296] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [235] 1759366097341193, 3.37215, 0.0157218, -0.36752, -0.310901, -0.999937, -0.00953445, 0.00360135, -0.00465217, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.344132] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [236] 1759366097344019, 3.37498, 0.0157218, -0.36752, -0.310901, -0.999937, -0.00953445, 0.00360135, -0.00465217, -0.0204617, -0.0146326, 0.0137846, 0, 0.0569174, 0.137383, 
[2025-10-01 20:48:17.346660] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [237] 1759366097346556, 3.37751, 0.0157218, -0.36752, -0.310901, -0.999937, -0.00953445, 0.00360135, -0.00465217, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.349324] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [238] 1759366097349215, 3.38017, 0.0157218, -0.36752, -0.310901, -0.999937, -0.00953445, 0.00360135, -0.00465217, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.353643] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [240] 1759366097353532, 3.38449, 0.0155254, -0.367602, -0.310807, -0.99994, -0.00946647, 0.00358631, -0.00421483, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.356431] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [241] 1759366097356317, 3.38727, 0.0155254, -0.367602, -0.310807, -0.99994, -0.00946647, 0.00358631, -0.00421483, -0.0196405, -0.0081413, 0.00935244, 0, 0, 0.0875434, 
[2025-10-01 20:48:17.359119] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [242] 1759366097359010, 3.38997, 0.0155254, -0.367602, -0.310807, -0.99994, -0.00946647, 0.00358631, -0.00421483, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.361748] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [244] 1759366097361641, 3.3926, 0.0158231, -0.367307, -0.310896, -0.999939, -0.00908152, 0.00334025, -0.00537257, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.364882] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [245] 1759366097364770, 3.39573, 0.0158231, -0.367307, -0.310896, -0.999939, -0.00908152, 0.00334025, -0.00537257, 0.0297706, 0.0294955, -0.0088704, -0.0764608, -0.0509898, -0.230822, 
[2025-10-01 20:48:17.368051] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [246] 1759366097367944, 3.3989, 0.0158231, -0.367307, -0.310896, -0.999939, -0.00908152, 0.00334025, -0.00537257, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.370652] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [247] 1759366097370563, 3.40152, 0.0158045, -0.367407, -0.311019, -0.999936, -0.00946872, 0.00326718, -0.00523924, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.373663] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [249] 1759366097373550, 3.40451, 0.0158045, -0.367407, -0.311019, -0.999936, -0.00946872, 0.00326718, -0.00523924, 0, -0.0099834, -0.0123263, 0.0772953, 0, 0, 
[2025-10-01 20:48:17.376089] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [250] 1759366097375965, 3.40692, 0.0158045, -0.367407, -0.311019, -0.999936, -0.00946872, 0.00326718, -0.00523924, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.378850] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [251] 1759366097378741, 3.4097, 0.0158045, -0.367407, -0.311019, -0.999936, -0.00946872, 0.00326718, -0.00523924, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.382994] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [253] 1759366097382880, 3.41384, 0.0158639, -0.36739, -0.311053, -0.999935, -0.00959238, 0.00327489, -0.00526779, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.385893] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [254] 1759366097385777, 3.41674, 0.0158639, -0.36739, -0.311053, -0.999935, -0.00959238, 0.00327489, -0.00526779, 0.00594611, 0, -0.00336225, 0, 0, 0, 
[2025-10-01 20:48:17.388569] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [255] 1759366097388461, 3.41942, 0.0158639, -0.36739, -0.311053, -0.999935, -0.00959238, 0.00327489, -0.00526779, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.391083] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [256] 1759366097391007, 3.42197, 0.0159018, -0.367395, -0.311042, -0.999934, -0.00966226, 0.00337951, -0.00525958, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.394069] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [258] 1759366097393955, 3.42491, 0.0159018, -0.367395, -0.311042, -0.999934, -0.00966226, 0.00337951, -0.00525958, 0.00379082, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.396608] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [259] 1759366097396498, 3.42746, 0.0159018, -0.367395, -0.311042, -0.999934, -0.00966226, 0.00337951, -0.00525958, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.399791] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [260] 1759366097399682, 3.43064, 0.0159018, -0.367395, -0.311042, -0.999934, -0.00966226, 0.00337951, -0.00525958, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.402485] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [262] 1759366097402374, 3.43333, 0.0158565, -0.367378, -0.311052, -0.999935, -0.00956723, 0.00316677, -0.00534516, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.405195] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [263] 1759366097405086, 3.43604, 0.0158565, -0.367378, -0.311052, -0.999935, -0.00956723, 0.00316677, -0.00534516, -0.00453631, 0, 0, 0, -0.0426084, 0, 
[2025-10-01 20:48:17.407922] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [264] 1759366097407813, 3.43877, 0.0158565, -0.367378, -0.311052, -0.999935, -0.00956723, 0.00316677, -0.00534516, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.410675] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [265] 1759366097410584, 3.44154, 0.0157113, -0.367512, -0.310891, -0.999937, -0.0095517, 0.00356711, -0.00462742, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.415114] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [267] 1759366097415001, 3.44596, 0.0157113, -0.367512, -0.310891, -0.999937, -0.0095517, 0.00356711, -0.00462742, -0.0145118, -0.0133873, 0.0160578, 0, 0.0814521, 0.142786, 
[2025-10-01 20:48:17.417963] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [268] 1759366097417848, 3.44881, 0.0157113, -0.367512, -0.310891, -0.999937, -0.0095517, 0.00356711, -0.00462742, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.420658] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [269] 1759366097420569, 3.45153, 0.0156913, -0.367538, -0.310901, -0.999938, -0.00950401, 0.00352574, -0.00463817, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.423573] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [271] 1759366097423414, 3.45437, 0.0156913, -0.367538, -0.310901, -0.999938, -0.00950401, 0.00352574, -0.00463817, -0.00200408, -0.00268175, 0, 0, 0, 0, 
[2025-10-01 20:48:17.425995] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [272] 1759366097425885, 3.45684, 0.0156913, -0.367538, -0.310901, -0.999938, -0.00950401, 0.00352574, -0.00463817, 0, 0, 0, 0, 0, 0, 
