[2024-07-29 16:26:28.554047] [0x0000007f8791f7c0] [MocapTag] [0x000012e8] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-07-29 16:26:28.861079] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [140] 1722284788860968, 0.345394, 0.0760264, -0.187624, -0.303524, -0.999632, 0.000786758, 0.00415247, -0.026798, 0, 0, 0.00225945, 0, 0, 0, 
[2024-07-29 16:26:28.865225] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [142] 1722284788865110, 0.349536, 0.0760264, -0.187624, -0.303524, -0.999632, 0.000786758, 0.00415247, -0.026798, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.866457] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [143] 1722284788866348, 0.350774, 0.0760264, -0.187624, -0.303524, -0.999632, 0.000786758, 0.00415247, -0.026798, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.869048] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [144] 1722284788868935, 0.353361, 0.07602, -0.187609, -0.303528, -0.999632, 0.000786006, 0.00415192, -0.0267865, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.873656] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [146] 1722284788873559, 0.357985, 0.07602, -0.187609, -0.303528, -0.999632, 0.000786006, 0.00415192, -0.0267865, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.875998] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [147] 1722284788875886, 0.360312, 0.07602, -0.187609, -0.303528, -0.999632, 0.000786006, 0.00415192, -0.0267865, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.878443] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [148] 1722284788878334, 0.36276, 0.0760259, -0.187613, -0.303531, -0.999632, 0.000785951, 0.00416662, -0.0267776, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.881214] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [149] 1722284788881103, 0.365529, 0.0760259, -0.187613, -0.303531, -0.999632, 0.000785951, 0.00416662, -0.0267776, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.883917] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [151] 1722284788883803, 0.368229, 0.0760259, -0.187613, -0.303531, -0.999632, 0.000785951, 0.00416662, -0.0267776, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.887614] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [152] 1722284788887502, 0.371928, 0.0760259, -0.187613, -0.303531, -0.999632, 0.000785951, 0.00416662, -0.0267776, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.890162] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [153] 1722284788890011, 0.374437, 0.0760276, -0.187623, -0.303557, -0.999633, 0.000811658, 0.00414925, -0.0267699, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.892958] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [154] 1722284788892852, 0.377278, 0.0760276, -0.187623, -0.303557, -0.999633, 0.000811658, 0.00414925, -0.0267699, 0, 0, -0.00257655, 0, 0, 0, 
[2024-07-29 16:26:28.895894] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [156] 1722284788895770, 0.380196, 0.0760276, -0.187623, -0.303557, -0.999633, 0.000811658, 0.00414925, -0.0267699, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.898396] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [157] 1722284788898283, 0.382709, 0.0760299, -0.187631, -0.303579, -0.999632, 0.000832634, 0.00412504, -0.0268068, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.902687] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [158] 1722284788902573, 0.386999, 0.0760299, -0.187631, -0.303579, -0.999632, 0.000832634, 0.00412504, -0.0268068, 0, 0, -0.00218874, 0, 0, 0, 
[2024-07-29 16:26:28.905388] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [160] 1722284788905274, 0.3897, 0.0760299, -0.187631, -0.303579, -0.999632, 0.000832634, 0.00412504, -0.0268068, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.907943] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [161] 1722284788907833, 0.392259, 0.0760282, -0.187639, -0.303607, -0.999632, 0.000854327, 0.00410471, -0.0268103, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.910705] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [162] 1722284788910592, 0.395018, 0.0760282, -0.187639, -0.303607, -0.999632, 0.000854327, 0.00410471, -0.0268103, 0, 0, -0.00274358, 0, 0, 0, 
[2024-07-29 16:26:28.913306] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [164] 1722284788913243, 0.397669, 0.0760282, -0.187639, -0.303607, -0.999632, 0.000854327, 0.00410471, -0.0268103, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.916134] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [165] 1722284788916021, 0.400447, 0.0760282, -0.187639, -0.303607, -0.999632, 0.000854327, 0.00410471, -0.0268103, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.919473] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [166] 1722284788919363, 0.403789, 0.076033, -0.18764, -0.303626, -0.999631, 0.000862323, 0.00409198, -0.0268227, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.922180] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [167] 1722284788922071, 0.406497, 0.076033, -0.18764, -0.303626, -0.999631, 0.000862323, 0.00409198, -0.0268227, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.924890] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [169] 1722284788924770, 0.409196, 0.076033, -0.18764, -0.303626, -0.999631, 0.000862323, 0.00409198, -0.0268227, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.927319] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [170] 1722284788927210, 0.411636, 0.0760355, -0.187632, -0.303624, -0.999632, 0.000859826, 0.00408499, -0.0268125, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.930033] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [171] 1722284788929923, 0.414349, 0.0760355, -0.187632, -0.303624, -0.999632, 0.000859826, 0.00408499, -0.0268125, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.932587] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [172] 1722284788932467, 0.416893, 0.0760355, -0.187632, -0.303624, -0.999632, 0.000859826, 0.00408499, -0.0268125, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.935367] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [174] 1722284788935255, 0.419681, 0.0760355, -0.187632, -0.303624, -0.999632, 0.000859826, 0.00408499, -0.0268125, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.937930] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [175] 1722284788937822, 0.422248, 0.076037, -0.187627, -0.303611, -0.999632, 0.000863272, 0.00410522, -0.026811, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.940733] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [176] 1722284788940621, 0.425047, 0.076037, -0.187627, -0.303611, -0.999632, 0.000863272, 0.00410522, -0.026811, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.943504] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [178] 1722284788943366, 0.427792, 0.076037, -0.187627, -0.303611, -0.999632, 0.000863272, 0.00410522, -0.026811, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.946469] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [179] 1722284788946349, 0.430775, 0.076037, -0.187627, -0.303611, -0.999632, 0.000863272, 0.00410522, -0.026811, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.950381] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [180] 1722284788950266, 0.434692, 0.0760366, -0.187615, -0.303598, -0.999631, 0.000855013, 0.00408194, -0.0268468, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.953173] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [181] 1722284788953081, 0.437507, 0.0760366, -0.187615, -0.303598, -0.999631, 0.000855013, 0.00408194, -0.0268468, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.955900] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [183] 1722284788955785, 0.440211, 0.0760366, -0.187615, -0.303598, -0.999631, 0.000855013, 0.00408194, -0.0268468, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.958444] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [184] 1722284788958332, 0.442758, 0.07604, -0.187613, -0.303573, -0.999632, 0.000830286, 0.00412757, -0.0267967, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.961209] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [185] 1722284788961096, 0.445522, 0.07604, -0.187613, -0.303573, -0.999632, 0.000830286, 0.00412757, -0.0267967, 0, 0, 0.0025597, 0, 0, 0, 
[2024-07-29 16:26:28.963752] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [187] 1722284788963643, 0.448069, 0.07604, -0.187613, -0.303573, -0.999632, 0.000830286, 0.00412757, -0.0267967, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.967495] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [188] 1722284788967374, 0.4518, 0.07604, -0.187613, -0.303573, -0.999632, 0.000830286, 0.00412757, -0.0267967, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.969963] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [189] 1722284788969851, 0.454277, 0.0760363, -0.187613, -0.303554, -0.999632, 0.000823875, 0.0041116, -0.0268026, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.972706] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [190] 1722284788972591, 0.457017, 0.0760363, -0.187613, -0.303554, -0.999632, 0.000823875, 0.0041116, -0.0268026, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.975475] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [192] 1722284788975353, 0.459779, 0.0760363, -0.187613, -0.303554, -0.999632, 0.000823875, 0.0041116, -0.0268026, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.977984] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [193] 1722284788977868, 0.462294, 0.0760296, -0.187614, -0.303548, -0.999633, 0.000802892, 0.00412557, -0.0267795, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.982287] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [194] 1722284788982180, 0.466606, 0.0760296, -0.187614, -0.303548, -0.999633, 0.000802892, 0.00412557, -0.0267795, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.985073] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [196] 1722284788984959, 0.469385, 0.0760296, -0.187614, -0.303548, -0.999633, 0.000802892, 0.00412557, -0.0267795, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.987578] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [197] 1722284788987467, 0.471893, 0.0760288, -0.187618, -0.303547, -0.999632, 0.000793057, 0.00412742, -0.0268049, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.990332] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [198] 1722284788990222, 0.474648, 0.0760288, -0.187618, -0.303547, -0.999632, 0.000793057, 0.00412742, -0.0268049, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.993168] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [199] 1722284788993053, 0.477479, 0.0760288, -0.187618, -0.303547, -0.999632, 0.000793057, 0.00412742, -0.0268049, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.995734] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [201] 1722284788995621, 0.480047, 0.0760288, -0.187618, -0.303547, -0.999632, 0.000793057, 0.00412742, -0.0268049, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.999341] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [202] 1722284788999229, 0.483655, 0.0760181, -0.187625, -0.303549, -0.999632, 0.000808911, 0.00413023, -0.0267826, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.002137] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [203] 1722284789002014, 0.48644, 0.0760181, -0.187625, -0.303549, -0.999632, 0.000808911, 0.00413023, -0.0267826, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.004843] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [205] 1722284789004730, 0.489156, 0.0760181, -0.187625, -0.303549, -0.999632, 0.000808911, 0.00413023, -0.0267826, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.007332] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [206] 1722284789007220, 0.491646, 0.0760063, -0.187622, -0.303562, -0.999632, 0.000802804, 0.00409719, -0.0268088, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.010206] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [207] 1722284789010093, 0.494519, 0.0760063, -0.187622, -0.303562, -0.999632, 0.000802804, 0.00409719, -0.0268088, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.015235] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [209] 1722284789015124, 0.49955, 0.0760063, -0.187622, -0.303562, -0.999632, 0.000802804, 0.00409719, -0.0268088, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.019235] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [210] 1722284789019125, 0.503551, 0.0760032, -0.187622, -0.303559, -0.999632, 0.000813007, 0.00412328, -0.0268056, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.020566] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [211] 1722284789020456, 0.504882, 0.0760032, -0.187622, -0.303559, -0.999632, 0.000813007, 0.00412328, -0.0268056, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.023516] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [213] 1722284789023395, 0.507821, 0.0760032, -0.187622, -0.303559, -0.999632, 0.000813007, 0.00412328, -0.0268056, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.026103] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [214] 1722284789025990, 0.510416, 0.0760032, -0.187622, -0.303559, -0.999632, 0.000813007, 0.00412328, -0.0268056, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.030346] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [215] 1722284789030236, 0.514662, 0.0759969, -0.187639, -0.303568, -0.999634, 0.000849995, 0.00418565, -0.0267208, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.033170] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [217] 1722284789033114, 0.51754, 0.0759969, -0.187639, -0.303568, -0.999634, 0.000849995, 0.00418565, -0.0267208, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.035967] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [218] 1722284789035854, 0.52028, 0.0759969, -0.187639, -0.303568, -0.999634, 0.000849995, 0.00418565, -0.0267208, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.038487] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [219] 1722284789038376, 0.522802, 0.0760009, -0.187639, -0.303568, -0.999635, 0.000865646, 0.00421117, -0.0266885, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.041178] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [220] 1722284789041072, 0.525498, 0.0760009, -0.187639, -0.303568, -0.999635, 0.000865646, 0.00421117, -0.0266885, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.043961] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [222] 1722284789043845, 0.528271, 0.0760009, -0.187639, -0.303568, -0.999635, 0.000865646, 0.00421117, -0.0266885, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.047496] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [223] 1722284789047383, 0.531809, 0.0760009, -0.187639, -0.303568, -0.999635, 0.000865646, 0.00421117, -0.0266885, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.050142] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [224] 1722284789049996, 0.534422, 0.0759976, -0.187686, -0.303516, -0.999637, 0.00102018, 0.00431977, -0.0265547, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.052950] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [225] 1722284789052852, 0.537278, 0.0759976, -0.187686, -0.303516, -0.999637, 0.00102018, 0.00431977, -0.0265547, 0, -0.00470525, 0.00515461, 0, 0, 0, 
[2024-07-29 16:26:29.055878] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [227] 1722284789055764, 0.54019, 0.0759976, -0.187686, -0.303516, -0.999637, 0.00102018, 0.00431977, -0.0265547, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.058477] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [228] 1722284789058355, 0.542781, 0.0760511, -0.187332, -0.303957, -0.99961, 0.000399781, 0.0033453, -0.0277266, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.063090] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [229] 1722284789062999, 0.547425, 0.0760511, -0.187332, -0.303957, -0.99961, 0.000399781, 0.0033453, -0.0277266, 0.00535312, 0.0354841, -0.0441137, 0.119638, -0.198048, -0.235033, 
[2024-07-29 16:26:29.065737] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [231] 1722284789065616, 0.550042, 0.0760511, -0.187332, -0.303957, -0.99961, 0.000399781, 0.0033453, -0.0277266, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.068365] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [232] 1722284789068252, 0.552678, 0.076033, -0.187639, -0.303605, -0.999632, 0.000859152, 0.00418866, -0.0267869, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.071067] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [233] 1722284789070943, 0.555369, 0.076033, -0.187639, -0.303605, -0.999632, 0.000859152, 0.00418866, -0.0267869, 0, -0.0307937, 0.035284, -0.0879526, 0.171014, 0.18843, 
[2024-07-29 16:26:29.073604] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [235] 1722284789073544, 0.55797, 0.076033, -0.187639, -0.303605, -0.999632, 0.000859152, 0.00418866, -0.0267869, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.076360] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [236] 1722284789076245, 0.560671, 0.076033, -0.187639, -0.303605, -0.999632, 0.000859152, 0.00418866, -0.0267869, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.080486] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [237] 1722284789080376, 0.564802, 0.0760294, -0.187666, -0.303589, -0.999633, 0.000894243, 0.00418804, -0.0267392, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.083312] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [238] 1722284789083224, 0.56765, 0.0760294, -0.187666, -0.303589, -0.999633, 0.000894243, 0.00418804, -0.0267392, 0, -0.00266962, 0, 0, 0, 0, 
[2024-07-29 16:26:29.086139] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [240] 1722284789086012, 0.570438, 0.0760294, -0.187666, -0.303589, -0.999633, 0.000894243, 0.00418804, -0.0267392, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.088893] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [241] 1722284789088780, 0.573206, 0.0760254, -0.187732, -0.303483, -0.999639, 0.00104951, 0.00439096, -0.0264762, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.091542] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [242] 1722284789091432, 0.575858, 0.0760254, -0.187732, -0.303483, -0.999639, 0.00104951, 0.00439096, -0.0264762, 0, -0.00661415, 0.0106175, 0, 0.0413498, 0.0527784, 
[2024-07-29 16:26:29.094850] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [244] 1722284789094740, 0.579166, 0.0760254, -0.187732, -0.303483, -0.999639, 0.00104951, 0.00439096, -0.0264762, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.097431] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [245] 1722284789097324, 0.58175, 0.0760327, -0.187623, -0.303523, -0.999634, 0.000266953, 0.00375824, -0.0267873, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.100207] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [246] 1722284789100056, 0.584482, 0.0760327, -0.187623, -0.303523, -0.999634, 0.000266953, 0.00375824, -0.0267873, 0, 0.0109167, -0.00403159, 0.153351, -0.130633, -0.0629317, 
[2024-07-29 16:26:29.102793] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [247] 1722284789102707, 0.587133, 0.0760327, -0.187623, -0.303523, -0.999634, 0.000266953, 0.00375824, -0.0267873, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.105799] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [249] 1722284789105686, 0.590112, 0.0760327, -0.187623, -0.303523, -0.999634, 0.000266953, 0.00375824, -0.0267873, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.108239] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [250] 1722284789108126, 0.592552, 0.0760231, -0.187648, -0.303535, -0.999633, 0.000805301, 0.00420011, -0.0267427, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.112967] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [251] 1722284789112876, 0.597302, 0.0760231, -0.187648, -0.303535, -0.999633, 0.000805301, 0.00420011, -0.0267427, 0, -0.0024341, 0, -0.105309, 0.091221, 0, 
[2024-07-29 16:26:29.115750] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [253] 1722284789115639, 0.600065, 0.0760231, -0.187648, -0.303535, -0.999633, 0.000805301, 0.00420011, -0.0267427, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.118325] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [254] 1722284789118215, 0.602641, 0.076009, -0.187627, -0.303514, -0.999633, 0.000776174, 0.00419279, -0.0267651, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.121090] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [255] 1722284789120979, 0.605405, 0.076009, -0.187627, -0.303514, -0.999633, 0.000776174, 0.00419279, -0.0267651, 0, 0.00201384, 0.00208842, 0, 0, 0, 
[2024-07-29 16:26:29.125858] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [257] 1722284789125746, 0.610172, 0.076009, -0.187627, -0.303514, -0.999633, 0.000776174, 0.00419279, -0.0267651, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.126790] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [258] 1722284789126633, 0.611059, 0.076009, -0.187627, -0.303514, -0.999633, 0.000776174, 0.00419279, -0.0267651, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.129221] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [259] 1722284789129110, 0.613536, 0.0759874, -0.187684, -0.303427, -0.999638, 0.00095053, 0.00435131, -0.0265504, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.131823] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [260] 1722284789131710, 0.616136, 0.0759874, -0.187684, -0.303427, -0.999638, 0.00095053, 0.00435131, -0.0265504, -0.0021593, -0.00565436, 0.00875747, 0, 0, 0.0431333, 
[2024-07-29 16:26:29.134610] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [262] 1722284789134487, 0.618913, 0.0759874, -0.187684, -0.303427, -0.999638, 0.00095053, 0.00435131, -0.0265504, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.137158] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [263] 1722284789137045, 0.621471, 0.0759881, -0.187669, -0.303427, -0.999639, 0.000933665, 0.00427072, -0.0265021, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.139838] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [264] 1722284789139728, 0.624154, 0.0759881, -0.187669, -0.303427, -0.999639, 0.000933665, 0.00427072, -0.0265021, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.142709] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [265] 1722284789142595, 0.627021, 0.0759881, -0.187669, -0.303427, -0.999639, 0.000933665, 0.00427072, -0.0265021, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.145723] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [267] 1722284789145610, 0.630036, 0.0759881, -0.187669, -0.303427, -0.999639, 0.000933665, 0.00427072, -0.0265021, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.148253] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [268] 1722284789148133, 0.632559, 0.0760031, -0.187554, -0.303584, -0.999629, 0.000732537, 0.00402896, -0.0269217, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.150967] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [269] 1722284789150855, 0.635281, 0.0760031, -0.187554, -0.303584, -0.999629, 0.000732537, 0.00402896, -0.0269217, 0, 0.0115023, -0.0156318, 0.0392914, -0.0493491, -0.0841562, 
[2024-07-29 16:26:29.153617] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [270] 1722284789153527, 0.637953, 0.0760031, -0.187554, -0.303584, -0.999629, 0.000732537, 0.00402896, -0.0269217, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.157873] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [272] 1722284789157760, 0.642186, 0.0760031, -0.187554, -0.303584, -0.999629, 0.000732537, 0.00402896, -0.0269217, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.160329] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [273] 1722284789160218, 0.644644, 0.0759923, -0.18766, -0.303533, -0.999635, 0.00085726, 0.00422152, -0.0266583, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:29.163141] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [275] 1722284789163046, 0.647472, 0.0759923, -0.18766, -0.303533, -0.999635, 0.00085726, 0.00422152, -0.0266583, 0, -0.0105727, 0.00511116, 0, 0.0391325, 0.0528354, 
