[2025-10-20 10:54:58.262578] [0x0000007f8102e7c0] [MocapTag] [0x0000107d] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 10:54:58.546983] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [137] 1760972098546880, 3.02898, 0.10078, -0.233424, -0.324344, 0.70697, 0.707235, 0.00220258, 0.00268405, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.550945] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [139] 1760972098550835, 3.03293, 0.10078, -0.233424, -0.324344, 0.70697, 0.707235, 0.00220258, 0.00268405, 0.00206419, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.552271] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [140] 1760972098552163, 3.03426, 0.10078, -0.233424, -0.324344, 0.70697, 0.707235, 0.00220258, 0.00268405, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.554900] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [141] 1760972098554752, 3.03685, 0.10078, -0.233424, -0.324344, 0.70697, 0.707235, 0.00220258, 0.00268405, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.557289] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [142] 1760972098557169, 3.03927, 0.10077, -0.233454, -0.32431, 0.706892, 0.707313, 0.00213468, 0.00256953, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.560186] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [144] 1760972098560072, 3.04217, 0.10077, -0.233454, -0.32431, 0.706892, 0.707313, 0.00213468, 0.00256953, 0, -0.00301944, 0.00347771, 0, 0, 0, 
[2025-10-20 10:54:58.562514] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [145] 1760972098562410, 3.04451, 0.10077, -0.233454, -0.32431, 0.706892, 0.707313, 0.00213468, 0.00256953, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.565062] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [146] 1760972098564955, 3.04705, 0.10077, -0.233454, -0.32431, 0.706892, 0.707313, 0.00213468, 0.00256953, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.568900] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [147] 1760972098568813, 3.05091, 0.100783, -0.233455, -0.3243, 0.706921, 0.707285, 0.00210374, 0.00252301, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.570222] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [149] 1760972098570104, 3.0522, 0.100783, -0.233455, -0.3243, 0.706921, 0.707285, 0.00210374, 0.00252301, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.572707] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [150] 1760972098572595, 3.05469, 0.100783, -0.233455, -0.3243, 0.706921, 0.707285, 0.00210374, 0.00252301, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.575279] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [151] 1760972098575170, 3.05727, 0.100783, -0.233455, -0.3243, 0.706921, 0.707285, 0.00210374, 0.00252301, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.577928] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [152] 1760972098577813, 3.05991, 0.100771, -0.233447, -0.324298, 0.706943, 0.707263, 0.00212816, 0.00260636, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.580935] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [154] 1760972098580824, 3.06292, 0.100771, -0.233447, -0.324298, 0.706943, 0.707263, 0.00212816, 0.00260636, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.583521] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [155] 1760972098583412, 3.06551, 0.100771, -0.233447, -0.324298, 0.706943, 0.707263, 0.00212816, 0.00260636, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.586031] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [156] 1760972098585923, 3.06802, 0.100772, -0.23344, -0.324307, 0.706966, 0.70724, 0.00211675, 0.00254442, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.588772] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [158] 1760972098588697, 3.07079, 0.100772, -0.23344, -0.324307, 0.706966, 0.70724, 0.00211675, 0.00254442, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.591318] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [159] 1760972098591204, 3.0733, 0.100772, -0.23344, -0.324307, 0.706966, 0.70724, 0.00211675, 0.00254442, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.594073] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [160] 1760972098593961, 3.07606, 0.100772, -0.23344, -0.324307, 0.706966, 0.70724, 0.00211675, 0.00254442, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.596639] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [161] 1760972098596531, 3.07863, 0.100766, -0.233441, -0.324323, 0.706908, 0.707298, 0.00217383, 0.00257906, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.600324] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [163] 1760972098600211, 3.08231, 0.100766, -0.233441, -0.324323, 0.706908, 0.707298, 0.00217383, 0.00257906, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.602142] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [164] 1760972098602033, 3.08413, 0.100766, -0.233441, -0.324323, 0.706908, 0.707298, 0.00217383, 0.00257906, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.604897] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [165] 1760972098604757, 3.08685, 0.100766, -0.233441, -0.324323, 0.706908, 0.707298, 0.00217383, 0.00257906, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.607441] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [166] 1760972098607332, 3.08943, 0.100758, -0.233466, -0.324299, 0.706941, 0.707265, 0.00216475, 0.00260426, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.610325] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [168] 1760972098610214, 3.09231, 0.100758, -0.233466, -0.324299, 0.706941, 0.707265, 0.00216475, 0.00260426, 0, -0.00248308, 0.00235143, 0, 0, 0, 
[2025-10-20 10:54:58.612759] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [169] 1760972098612652, 3.09475, 0.100758, -0.233466, -0.324299, 0.706941, 0.707265, 0.00216475, 0.00260426, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.615423] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [170] 1760972098615312, 3.09741, 0.100758, -0.233466, -0.324299, 0.706941, 0.707265, 0.00216475, 0.00260426, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.617879] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [171] 1760972098617766, 3.09986, 0.100787, -0.233453, -0.324292, 0.70689, 0.707316, 0.00212266, 0.0027197, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.620810] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [173] 1760972098620698, 3.1028, 0.100787, -0.233453, -0.324292, 0.70689, 0.707316, 0.00212266, 0.0027197, 0.00289728, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.623391] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [174] 1760972098623286, 3.10538, 0.100787, -0.233453, -0.324292, 0.70689, 0.707316, 0.00212266, 0.0027197, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.626070] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [175] 1760972098625959, 3.10806, 0.100757, -0.233473, -0.324329, 0.7069, 0.707305, 0.00217423, 0.00263384, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.628620] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [177] 1760972098628567, 3.11067, 0.100757, -0.233473, -0.324329, 0.7069, 0.707305, 0.00217423, 0.00263384, -0.00294421, 0, -0.00371273, 0, 0, 0, 
[2025-10-20 10:54:58.631338] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [178] 1760972098631227, 3.11333, 0.100757, -0.233473, -0.324329, 0.7069, 0.707305, 0.00217423, 0.00263384, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.633909] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [179] 1760972098633803, 3.1159, 0.100757, -0.233473, -0.324329, 0.7069, 0.707305, 0.00217423, 0.00263384, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.635679] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [180] 1760972098635571, 3.11767, 0.100785, -0.233485, -0.324296, 0.70693, 0.707276, 0.00211516, 0.00263125, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.639158] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [182] 1760972098639085, 3.12118, 0.100785, -0.233485, -0.324296, 0.70693, 0.707276, 0.00211516, 0.00263125, 0.00280112, 0, 0.0033662, 0, 0, 0, 
[2025-10-20 10:54:58.641755] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [183] 1760972098641643, 3.12374, 0.100785, -0.233485, -0.324296, 0.70693, 0.707276, 0.00211516, 0.00263125, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.644395] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [184] 1760972098644286, 3.12638, 0.100785, -0.233485, -0.324296, 0.70693, 0.707276, 0.00211516, 0.00263125, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.646917] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [185] 1760972098646806, 3.1289, 0.100777, -0.233486, -0.324296, 0.706937, 0.707269, 0.00211454, 0.00261803, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.649692] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [187] 1760972098649607, 3.13171, 0.100777, -0.233486, -0.324296, 0.706937, 0.707269, 0.00211454, 0.00261803, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.652198] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [188] 1760972098652079, 3.13418, 0.100777, -0.233486, -0.324296, 0.706937, 0.707269, 0.00211454, 0.00261803, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.654970] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [189] 1760972098654857, 3.13695, 0.100777, -0.233486, -0.324296, 0.706937, 0.707269, 0.00211454, 0.00261803, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.657445] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [190] 1760972098657332, 3.13943, 0.10077, -0.233465, -0.324282, 0.706974, 0.707232, 0.00211892, 0.00256929, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.660539] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [192] 1760972098660426, 3.14252, 0.10077, -0.233465, -0.324282, 0.706974, 0.707232, 0.00211892, 0.00256929, 0, 0.00210448, 0, 0, 0, 0, 
[2025-10-20 10:54:58.662805] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [193] 1760972098662700, 3.1448, 0.10077, -0.233465, -0.324282, 0.706974, 0.707232, 0.00211892, 0.00256929, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.665306] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [194] 1760972098665197, 3.1473, 0.100755, -0.233455, -0.324289, 0.706975, 0.707231, 0.00214663, 0.00262459, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.668158] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [195] 1760972098668049, 3.15015, 0.100755, -0.233455, -0.324289, 0.706975, 0.707231, 0.00214663, 0.00262459, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.670690] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [197] 1760972098670578, 3.15268, 0.100755, -0.233455, -0.324289, 0.706975, 0.707231, 0.00214663, 0.00262459, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.673110] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [198] 1760972098672998, 3.1551, 0.100755, -0.233455, -0.324289, 0.706975, 0.707231, 0.00214663, 0.00262459, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.676278] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [199] 1760972098676172, 3.15827, 0.100762, -0.23343, -0.324315, 0.70688, 0.707325, 0.00216842, 0.00265998, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.679247] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [201] 1760972098679152, 3.16125, 0.100762, -0.23343, -0.324315, 0.70688, 0.707325, 0.00216842, 0.00265998, 0, 0.00253572, -0.00256844, 0, 0, 0, 
[2025-10-20 10:54:58.682695] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [202] 1760972098682585, 3.16468, 0.100762, -0.23343, -0.324315, 0.70688, 0.707325, 0.00216842, 0.00265998, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.684412] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [203] 1760972098684299, 3.1664, 0.100762, -0.23343, -0.324315, 0.70688, 0.707325, 0.00216842, 0.00265998, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.686904] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [204] 1760972098686796, 3.16889, 0.100767, -0.233387, -0.324367, 0.706922, 0.707283, 0.00222001, 0.00270644, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.689990] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [206] 1760972098689869, 3.17197, 0.100767, -0.233387, -0.324367, 0.706922, 0.707283, 0.00222001, 0.00270644, 0, 0.00428644, -0.00523269, 0, 0, 0, 
[2025-10-20 10:54:58.692576] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [207] 1760972098692464, 3.17456, 0.100767, -0.233387, -0.324367, 0.706922, 0.707283, 0.00222001, 0.00270644, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.695170] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [208] 1760972098695065, 3.17716, 0.100767, -0.233387, -0.324367, 0.706922, 0.707283, 0.00222001, 0.00270644, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.697704] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [209] 1760972098697593, 3.17969, 0.100727, -0.233409, -0.324379, 0.706948, 0.707257, 0.00227563, 0.0025223, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.701137] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [211] 1760972098701025, 3.18312, 0.100727, -0.233409, -0.324379, 0.706948, 0.707257, 0.00227563, 0.0025223, -0.00407183, -0.00220773, 0, 0, 0, 0, 
[2025-10-20 10:54:58.702994] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [212] 1760972098702890, 3.18499, 0.100727, -0.233409, -0.324379, 0.706948, 0.707257, 0.00227563, 0.0025223, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.705674] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [213] 1760972098705563, 3.18766, 0.100727, -0.233409, -0.324379, 0.706948, 0.707257, 0.00227563, 0.0025223, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.708199] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [214] 1760972098708051, 3.19015, 0.100765, -0.233426, -0.324343, 0.706955, 0.70725, 0.00221328, 0.00261402, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.710982] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [216] 1760972098710869, 3.19297, 0.100765, -0.233426, -0.324343, 0.706955, 0.70725, 0.00221328, 0.00261402, 0.00387668, 0, 0.00364018, 0, 0, 0, 
[2025-10-20 10:54:58.713525] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [217] 1760972098713418, 3.19552, 0.100765, -0.233426, -0.324343, 0.706955, 0.70725, 0.00221328, 0.00261402, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.716012] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [218] 1760972098715907, 3.19801, 0.100752, -0.233431, -0.324315, 0.706994, 0.707211, 0.00220766, 0.00258308, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.719334] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [220] 1760972098719217, 3.20132, 0.100752, -0.233431, -0.324315, 0.706994, 0.707211, 0.00220766, 0.00258308, 0, 0, 0.00278549, 0, 0, 0, 
[2025-10-20 10:54:58.722300] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [221] 1760972098722192, 3.20429, 0.100752, -0.233431, -0.324315, 0.706994, 0.707211, 0.00220766, 0.00258308, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.725078] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [222] 1760972098724969, 3.20707, 0.100752, -0.233431, -0.324315, 0.706994, 0.707211, 0.00220766, 0.00258308, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.727746] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [223] 1760972098727642, 3.20974, 0.100767, -0.233427, -0.324315, 0.706964, 0.707241, 0.00221033, 0.00260435, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.730610] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [225] 1760972098730498, 3.2126, 0.100767, -0.233427, -0.324315, 0.706964, 0.707241, 0.00221033, 0.00260435, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.733069] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [226] 1760972098732953, 3.21505, 0.100767, -0.233427, -0.324315, 0.706964, 0.707241, 0.00221033, 0.00260435, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.736417] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [227] 1760972098736307, 3.21841, 0.100771, -0.233427, -0.324336, 0.706981, 0.707224, 0.00219141, 0.00267557, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.739598] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [229] 1760972098739502, 3.2216, 0.100771, -0.233427, -0.324336, 0.706981, 0.707224, 0.00219141, 0.00267557, 0, 0, -0.00215568, 0, 0, 0, 
[2025-10-20 10:54:58.742096] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [230] 1760972098741983, 3.22408, 0.100771, -0.233427, -0.324336, 0.706981, 0.707224, 0.00219141, 0.00267557, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.744634] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [231] 1760972098744531, 3.22663, 0.100771, -0.233427, -0.324336, 0.706981, 0.707224, 0.00219141, 0.00267557, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.747158] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [232] 1760972098747050, 3.22915, 0.100783, -0.233415, -0.324413, 0.70679, 0.707415, 0.00222652, 0.00266208, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.750032] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [234] 1760972098749913, 3.23201, 0.100783, -0.233415, -0.324413, 0.70679, 0.707415, 0.00222652, 0.00266208, 0, 0, -0.00765846, 0.0540376, 0, 0, 
[2025-10-20 10:54:58.752644] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [235] 1760972098752538, 3.23464, 0.100783, -0.233415, -0.324413, 0.70679, 0.707415, 0.00222652, 0.00266208, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.755460] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [236] 1760972098755350, 3.23745, 0.100783, -0.233415, -0.324413, 0.70679, 0.707415, 0.00222652, 0.00266208, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.757883] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [237] 1760972098757772, 3.23987, 0.100759, -0.23343, -0.324365, 0.706855, 0.707351, 0.00218018, 0.00254667, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.760719] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [239] 1760972098760606, 3.2427, 0.100759, -0.23343, -0.324365, 0.706855, 0.707351, 0.00218018, 0.00254667, -0.00245216, 0, 0.00483492, 0, 0, 0, 
[2025-10-20 10:54:58.763152] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [240] 1760972098763045, 3.24514, 0.100759, -0.23343, -0.324365, 0.706855, 0.707351, 0.00218018, 0.00254667, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.765762] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [241] 1760972098765657, 3.24776, 0.100794, -0.233324, -0.324502, 0.706519, 0.707685, 0.00240482, 0.00268565, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.768842] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [243] 1760972098768773, 3.25087, 0.100794, -0.233324, -0.324502, 0.706519, 0.707685, 0.00240482, 0.00268565, 0.00354569, 0.0106667, -0.0137372, 0.0948668, -0.0514382, 0, 
[2025-10-20 10:54:58.771324] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [244] 1760972098771214, 3.25331, 0.100794, -0.233324, -0.324502, 0.706519, 0.707685, 0.00240482, 0.00268565, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.773896] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [245] 1760972098773789, 3.25589, 0.100794, -0.233324, -0.324502, 0.706519, 0.707685, 0.00240482, 0.00268565, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.776548] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [246] 1760972098776438, 3.25854, 0.10078, -0.233439, -0.324289, 0.706941, 0.707265, 0.00212255, 0.00264581, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.779707] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [248] 1760972098779589, 3.26169, 0.10078, -0.233439, -0.324289, 0.706941, 0.707265, 0.00212255, 0.00264581, 0, -0.011504, 0.021269, -0.119317, 0.0455684, 0, 
[2025-10-20 10:54:58.781760] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [249] 1760972098781648, 3.26375, 0.10078, -0.233439, -0.324289, 0.706941, 0.707265, 0.00212255, 0.00264581, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.784506] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [250] 1760972098784400, 3.2665, 0.10078, -0.233439, -0.324289, 0.706941, 0.707265, 0.00212255, 0.00264581, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.786998] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [251] 1760972098786893, 3.26899, 0.100793, -0.233415, -0.324323, 0.706954, 0.707251, 0.00219475, 0.00264558, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.789835] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [253] 1760972098789715, 3.27181, 0.100793, -0.233415, -0.324323, 0.706954, 0.707251, 0.00219475, 0.00264558, 0, 0.00242313, -0.00336157, 0, 0, 0, 
[2025-10-20 10:54:58.792205] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [254] 1760972098792094, 3.27419, 0.100793, -0.233415, -0.324323, 0.706954, 0.707251, 0.00219475, 0.00264558, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.794763] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [255] 1760972098794661, 3.27676, 0.100793, -0.233415, -0.324323, 0.706954, 0.707251, 0.00219475, 0.00264558, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.797404] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [256] 1760972098797297, 3.2794, 0.100768, -0.233467, -0.324316, 0.706933, 0.707272, 0.00213003, 0.00263747, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.800410] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [258] 1760972098800286, 3.28238, 0.100768, -0.233467, -0.324316, 0.706933, 0.707272, 0.00213003, 0.00263747, -0.00247894, -0.0051881, 0, 0, 0, 0, 
[2025-10-20 10:54:58.803199] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [259] 1760972098803089, 3.28519, 0.100768, -0.233467, -0.324316, 0.706933, 0.707272, 0.00213003, 0.00263747, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.805765] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [260] 1760972098805660, 3.28776, 0.100787, -0.233416, -0.32443, 0.706757, 0.707448, 0.00223345, 0.00264402, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.808641] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [262] 1760972098808572, 3.29067, 0.100787, -0.233416, -0.32443, 0.706757, 0.707448, 0.00223345, 0.00264402, 0, 0.00502403, -0.0113598, 0.0498891, 0, 0, 
[2025-10-20 10:54:58.810945] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [263] 1760972098810833, 3.29293, 0.100787, -0.233416, -0.32443, 0.706757, 0.707448, 0.00223345, 0.00264402, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.814928] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [264] 1760972098814813, 3.29691, 0.100787, -0.233416, -0.32443, 0.706757, 0.707448, 0.00223345, 0.00264402, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.816400] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [265] 1760972098816295, 3.29839, 0.100803, -0.233412, -0.324373, 0.706821, 0.707386, 0.00214232, 0.00224339, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.819069] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [267] 1760972098818990, 3.30109, 0.100803, -0.233412, -0.324373, 0.706821, 0.707386, 0.00214232, 0.00224339, 0, 0, 0.00564461, 0, 0.0695685, 0.0436801, 
[2025-10-20 10:54:58.821648] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [268] 1760972098821536, 3.30363, 0.100803, -0.233412, -0.324373, 0.706821, 0.707386, 0.00214232, 0.00224339, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.824275] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [269] 1760972098824170, 3.30627, 0.100803, -0.233412, -0.324373, 0.706821, 0.707386, 0.00214232, 0.00224339, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.826768] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [270] 1760972098826663, 3.30876, 0.100842, -0.233083, -0.32261, 0.697988, 0.716054, 0.00588685, -0.00672439, 0, 0, 0, 0, 0, 0, 
