[2025-10-13 20:34:15.395395] [0x0000007fba9397c0] [MocapTag] [0x00000b18] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:34:15.694237] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [136] 1760402055694151, 0.346397, 0.000302149, -0.365868, -0.30982, -0.999286, -0.00897572, 0.0128977, 0.0343453, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.696979] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [138] 1760402055696868, 0.349114, 0.000285329, -0.36587, -0.309812, -0.999286, -0.00894787, 0.0128481, 0.0343716, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.700521] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [139] 1760402055700415, 0.352661, 0.000285329, -0.36587, -0.309812, -0.999286, -0.00894787, 0.0128481, 0.0343716, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.703684] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [140] 1760402055703575, 0.355821, 0.000285329, -0.36587, -0.309812, -0.999286, -0.00894787, 0.0128481, 0.0343716, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.706340] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [142] 1760402055706222, 0.358468, 0.000238168, -0.365894, -0.309793, -0.999282, -0.00894636, 0.0128039, 0.0345249, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.709177] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [143] 1760402055709063, 0.361309, 0.000238168, -0.365894, -0.309793, -0.999282, -0.00894636, 0.0128039, 0.0345249, -0.00471618, -0.00236167, 0, 0, 0, 0, 
[2025-10-13 20:34:15.711922] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [144] 1760402055711811, 0.364057, 0.000238168, -0.365894, -0.309793, -0.999282, -0.00894636, 0.0128039, 0.0345249, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.714541] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [145] 1760402055714418, 0.366664, 0.000238168, -0.365894, -0.309793, -0.999282, -0.00894636, 0.0128039, 0.0345249, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.717330] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [147] 1760402055717219, 0.369465, 0.000197731, -0.365924, -0.309769, -0.999273, -0.00893972, 0.0128397, 0.0347538, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.720204] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [148] 1760402055720050, 0.372296, 0.000197731, -0.365924, -0.309769, -0.999273, -0.00893972, 0.0128397, 0.0347538, -0.00404371, -0.00307642, 0.00235482, 0, 0, 0.0457823, 
[2025-10-13 20:34:15.722874] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [149] 1760402055722773, 0.375019, 0.000197731, -0.365924, -0.309769, -0.999273, -0.00893972, 0.0128397, 0.0347538, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.725837] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [151] 1760402055725723, 0.377969, 0.000143911, -0.366011, -0.309787, -0.999265, -0.00891135, 0.0127686, 0.0350419, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.728700] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [152] 1760402055728589, 0.380835, 0.000143911, -0.366011, -0.309787, -0.999265, -0.00891135, 0.0127686, 0.0350419, -0.00538191, -0.00864832, 0, 0, 0, 0.0578515, 
[2025-10-13 20:34:15.732155] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [153] 1760402055732040, 0.384286, 0.000143911, -0.366011, -0.309787, -0.999265, -0.00891135, 0.0127686, 0.0350419, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.734924] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [155] 1760402055734855, 0.387101, -0.000178939, -0.366345, -0.309801, -0.999242, -0.00910848, 0.0131465, 0.0354958, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.737706] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [156] 1760402055737594, 0.38984, -0.000178939, -0.366345, -0.309801, -0.999242, -0.00910848, 0.0131465, 0.0354958, -0.032285, -0.0334082, 0, 0.0355721, 0.0777027, 0.0897579, 
[2025-10-13 20:34:15.740599] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [157] 1760402055740480, 0.392726, -0.000178939, -0.366345, -0.309801, -0.999242, -0.00910848, 0.0131465, 0.0354958, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.743315] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [158] 1760402055743205, 0.395451, -0.000178939, -0.366345, -0.309801, -0.999242, -0.00910848, 0.0131465, 0.0354958, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.746288] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [160] 1760402055746178, 0.398424, -0.000203008, -0.366329, -0.309796, -0.999243, -0.00916437, 0.0130705, 0.0354721, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.749284] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [161] 1760402055749176, 0.401422, -0.000203008, -0.366329, -0.309796, -0.999243, -0.00916437, 0.0130705, 0.0354721, -0.00240695, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.752315] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [162] 1760402055752210, 0.404456, -0.000203008, -0.366329, -0.309796, -0.999243, -0.00916437, 0.0130705, 0.0354721, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.754836] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [164] 1760402055754776, 0.407022, -0.000206965, -0.366311, -0.309786, -0.999246, -0.00918818, 0.0131221, 0.0353745, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.757840] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [165] 1760402055757728, 0.409974, -0.000206965, -0.366311, -0.309786, -0.999246, -0.00918818, 0.0131221, 0.0353745, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.760645] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [166] 1760402055760536, 0.412782, -0.000206965, -0.366311, -0.309786, -0.999246, -0.00918818, 0.0131221, 0.0353745, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.764277] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [167] 1760402055764192, 0.416438, -0.000206965, -0.366311, -0.309786, -0.999246, -0.00918818, 0.0131221, 0.0353745, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.767081] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [169] 1760402055766970, 0.419216, -0.000191931, -0.366295, -0.309774, -0.99925, -0.00916196, 0.0131471, 0.0352412, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.769950] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [170] 1760402055769840, 0.422086, -0.000191931, -0.366295, -0.309774, -0.99925, -0.00916196, 0.0131471, 0.0352412, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.772751] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [171] 1760402055772647, 0.424893, -0.000191931, -0.366295, -0.309774, -0.99925, -0.00916196, 0.0131471, 0.0352412, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.776024] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [173] 1760402055775909, 0.428155, -0.000329211, -0.366414, -0.309805, -0.999244, -0.009506, 0.0136849, 0.035128, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.778413] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [174] 1760402055778304, 0.43055, -0.000329211, -0.366414, -0.309805, -0.999244, -0.009506, 0.0136849, 0.035128, -0.0137281, -0.011846, -0.00303034, 0.0653505, 0.109717, 0, 
[2025-10-13 20:34:15.782161] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [175] 1760402055782053, 0.434299, -0.000329211, -0.366414, -0.309805, -0.999244, -0.009506, 0.0136849, 0.035128, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.785437] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [177] 1760402055785355, 0.437601, -0.000188692, -0.366283, -0.309782, -0.999252, -0.00914916, 0.0131719, 0.03519, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.787949] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [178] 1760402055787836, 0.440082, -0.000188692, -0.366283, -0.309782, -0.999252, -0.00914916, 0.0131719, 0.03519, 0.0140519, 0.0131245, 0.00224007, -0.0679255, -0.104925, 0, 
[2025-10-13 20:34:15.790622] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [179] 1760402055790515, 0.442761, -0.000188692, -0.366283, -0.309782, -0.999252, -0.00914916, 0.0131719, 0.03519, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.793669] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [180] 1760402055793565, 0.445811, -0.000188692, -0.366283, -0.309782, -0.999252, -0.00914916, 0.0131719, 0.03519, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.796408] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [182] 1760402055796294, 0.44854, -0.00032125, -0.366431, -0.309812, -0.999242, -0.00950178, 0.0136425, 0.0352023, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.799144] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [183] 1760402055799037, 0.451283, -0.00032125, -0.366431, -0.309812, -0.999242, -0.00950178, 0.0136425, 0.0352023, -0.0132557, -0.014849, -0.00295766, 0.0671864, 0.0965614, 0, 
[2025-10-13 20:34:15.801868] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [184] 1760402055801766, 0.454012, -0.00032125, -0.366431, -0.309812, -0.999242, -0.00950178, 0.0136425, 0.0352023, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.804551] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [185] 1760402055804467, 0.456713, -0.00032125, -0.366431, -0.309812, -0.999242, -0.00950178, 0.0136425, 0.0352023, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.807324] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [187] 1760402055807216, 0.459462, -0.000180925, -0.366309, -0.309783, -0.999247, -0.00916547, 0.0131316, 0.0353502, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.811338] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [188] 1760402055811226, 0.463472, -0.000180925, -0.366309, -0.309783, -0.999247, -0.00916547, 0.0131316, 0.0353502, 0.0140324, 0.0122147, 0.00287202, -0.0640869, -0.104243, 0, 
[2025-10-13 20:34:15.814320] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [189] 1760402055814234, 0.46648, -0.000180925, -0.366309, -0.309783, -0.999247, -0.00916547, 0.0131316, 0.0353502, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.817601] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [191] 1760402055817486, 0.469732, -0.000307525, -0.36646, -0.309832, -0.999236, -0.00943768, 0.0136079, 0.0354095, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.819779] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [192] 1760402055819669, 0.471915, -0.000307525, -0.36646, -0.309832, -0.999236, -0.00943768, 0.0136079, 0.0354095, -0.01266, -0.0151152, -0.00490478, 0.0509262, 0.0972375, 0, 
[2025-10-13 20:34:15.822414] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [193] 1760402055822305, 0.474551, -0.000307525, -0.36646, -0.309832, -0.999236, -0.00943768, 0.0136079, 0.0354095, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.825140] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [195] 1760402055825074, 0.47732, -0.000179478, -0.366344, -0.309796, -0.999243, -0.0091193, 0.0131024, 0.0354703, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.828573] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [196] 1760402055828460, 0.480706, -0.000179478, -0.366344, -0.309796, -0.999243, -0.0091193, 0.0131024, 0.0354703, 0.0128047, 0.0116159, 0.00362332, -0.0602722, -0.103189, 0, 
[2025-10-13 20:34:15.831327] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [197] 1760402055831216, 0.483462, -0.000179478, -0.366344, -0.309796, -0.999243, -0.0091193, 0.0131024, 0.0354703, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.834298] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [198] 1760402055834213, 0.486459, -0.000179478, -0.366344, -0.309796, -0.999243, -0.0091193, 0.0131024, 0.0354703, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.837071] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [200] 1760402055836952, 0.489198, -0.00032161, -0.366444, -0.309836, -0.999236, -0.00951643, 0.0136472, 0.0353542, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.839979] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [201] 1760402055839866, 0.492112, -0.00032161, -0.366444, -0.309836, -0.999236, -0.00951643, 0.0136472, 0.0353542, -0.0142132, -0.0099844, -0.00404956, 0.0758886, 0.111511, 0, 
[2025-10-13 20:34:15.844004] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [202] 1760402055843885, 0.496131, -0.00032161, -0.366444, -0.309836, -0.999236, -0.00951643, 0.0136472, 0.0353542, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.846890] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [204] 1760402055846774, 0.49902, -0.000342351, -0.366425, -0.309773, -0.999237, -0.0093087, 0.0134227, 0.0354858, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.850497] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [205] 1760402055850384, 0.50263, -0.000342351, -0.366425, -0.309773, -0.999237, -0.0093087, 0.0134227, 0.0354858, -0.00207416, 0, 0.00639257, -0.0403166, -0.0461144, 0, 
[2025-10-13 20:34:15.852281] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [206] 1760402055852177, 0.504423, -0.000342351, -0.366425, -0.309773, -0.999237, -0.0093087, 0.0134227, 0.0354858, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.856205] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [208] 1760402055856078, 0.508324, 9.20087e-05, -0.366015, -0.309806, -0.999269, -0.00919627, 0.0132327, 0.0346693, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.858050] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [209] 1760402055857939, 0.510185, 9.20087e-05, -0.366015, -0.309806, -0.999269, -0.00919627, 0.0132327, 0.0346693, 0.043436, 0.040975, -0.00334771, 0, -0.0402089, -0.162841, 
[2025-10-13 20:34:15.861615] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [210] 1760402055861505, 0.513751, 9.20087e-05, -0.366015, -0.309806, -0.999269, -0.00919627, 0.0132327, 0.0346693, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.864696] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [212] 1760402055864638, 0.516884, 9.20087e-05, -0.366015, -0.309806, -0.999269, -0.00919627, 0.0132327, 0.0346693, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.868586] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [213] 1760402055868471, 0.520717, 8.55945e-05, -0.36602, -0.309811, -0.999267, -0.00920876, 0.0131088, 0.0347671, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.870273] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [214] 1760402055870163, 0.522409, 8.55945e-05, -0.36602, -0.309811, -0.999267, -0.00920876, 0.0131088, 0.0347671, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.872912] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [215] 1760402055872808, 0.525054, 8.55945e-05, -0.36602, -0.309811, -0.999267, -0.00920876, 0.0131088, 0.0347671, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.876190] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [217] 1760402055876076, 0.528322, -0.000336081, -0.366415, -0.30982, -0.999243, -0.00948635, 0.0136711, 0.0351567, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.879354] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [218] 1760402055879240, 0.531486, -0.000336081, -0.366415, -0.30982, -0.999243, -0.00948635, 0.0136711, 0.0351567, -0.0421676, -0.0394852, 0, 0.0505447, 0.115031, 0.0763424, 
[2025-10-13 20:34:15.881786] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [219] 1760402055881679, 0.533925, -0.000336081, -0.366415, -0.30982, -0.999243, -0.00948635, 0.0136711, 0.0351567, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.884704] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [220] 1760402055884615, 0.536861, -0.000336081, -0.366415, -0.30982, -0.999243, -0.00948635, 0.0136711, 0.0351567, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.887328] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [222] 1760402055887217, 0.539463, -0.000316645, -0.366431, -0.309828, -0.999242, -0.00948539, 0.0136868, 0.0351836, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.890931] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [223] 1760402055890821, 0.543067, -0.000316645, -0.366431, -0.309828, -0.999242, -0.00948539, 0.0136868, 0.0351836, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.893883] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [224] 1760402055893780, 0.546026, -0.000316645, -0.366431, -0.309828, -0.999242, -0.00948539, 0.0136868, 0.0351836, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.896760] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [226] 1760402055896619, 0.548865, -0.000348762, -0.366443, -0.309768, -0.999236, -0.00931266, 0.0134169, 0.035507, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.899590] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [227] 1760402055899478, 0.551724, -0.000348762, -0.366443, -0.309768, -0.999236, -0.00931266, 0.0134169, 0.035507, -0.00321173, 0, 0.00596831, 0, -0.0546033, 0.0656366, 
[2025-10-13 20:34:15.903994] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [228] 1760402055903879, 0.556125, -0.000348762, -0.366443, -0.309768, -0.999236, -0.00931266, 0.0134169, 0.035507, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.905241] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [230] 1760402055905138, 0.557384, -0.00018726, -0.366319, -0.309787, -0.999246, -0.00914201, 0.0131284, 0.0353651, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.908101] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [231] 1760402055907988, 0.560234, -0.00018726, -0.366319, -0.309787, -0.999246, -0.00914201, 0.0131284, 0.0353651, 0.0161502, 0.012383, 0, 0, -0.0591129, 0, 
[2025-10-13 20:34:15.910729] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [232] 1760402055910613, 0.562859, -0.00018726, -0.366319, -0.309787, -0.999246, -0.00914201, 0.0131284, 0.0353651, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.913764] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [233] 1760402055913635, 0.565881, -0.00018726, -0.366319, -0.309787, -0.999246, -0.00914201, 0.0131284, 0.0353651, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.916634] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [235] 1760402055916498, 0.568744, -0.000166099, -0.366339, -0.30979, -0.999242, -0.00913776, 0.0131321, 0.0355023, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.919226] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [236] 1760402055919112, 0.571358, -0.000166099, -0.366339, -0.30979, -0.999242, -0.00913776, 0.0131321, 0.0355023, 0.00211612, -0.00202608, 0, 0, 0, 0, 
[2025-10-13 20:34:15.921984] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [237] 1760402055921854, 0.5741, -0.000166099, -0.366339, -0.30979, -0.999242, -0.00913776, 0.0131321, 0.0355023, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.925909] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [239] 1760402055925797, 0.578043, 0.000293887, -0.365937, -0.309819, -0.999274, -0.00891776, 0.0127415, 0.0347809, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.929913] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [240] 1760402055929773, 0.582019, 0.000293887, -0.365937, -0.309819, -0.999274, -0.00891776, 0.0127415, 0.0347809, 0.0459986, 0.040202, -0.00291934, -0.0393391, -0.0808591, -0.143214, 
[2025-10-13 20:34:15.931051] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [241] 1760402055930906, 0.583152, 0.000293887, -0.365937, -0.309819, -0.999274, -0.00891776, 0.0127415, 0.0347809, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.933982] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [242] 1760402055933851, 0.586097, 0.000293887, -0.365937, -0.309819, -0.999274, -0.00891776, 0.0127415, 0.0347809, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.936523] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [244] 1760402055936363, 0.588609, 0.000253662, -0.36593, -0.309812, -0.999276, -0.00891726, 0.0127666, 0.0347016, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.939980] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [245] 1760402055939868, 0.592114, 0.000253662, -0.36593, -0.309812, -0.999276, -0.00891726, 0.0127666, 0.0347016, -0.00402247, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.942567] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [246] 1760402055942457, 0.594703, 0.000253662, -0.36593, -0.309812, -0.999276, -0.00891726, 0.0127666, 0.0347016, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.945312] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [248] 1760402055945236, 0.597482, -0.000304447, -0.366429, -0.309827, -0.999245, -0.00949179, 0.0137943, 0.0350681, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.949711] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [249] 1760402055949591, 0.601837, -0.000304447, -0.366429, -0.309827, -0.999245, -0.00949179, 0.0137943, 0.0350681, -0.055811, -0.0498051, 0, 0.106764, 0.210059, 0.0701956, 
[2025-10-13 20:34:15.951023] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [250] 1760402055950909, 0.603155, -0.000304447, -0.366429, -0.309827, -0.999245, -0.00949179, 0.0137943, 0.0350681, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.954551] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [251] 1760402055954465, 0.606711, -0.000304447, -0.366429, -0.309827, -0.999245, -0.00949179, 0.0137943, 0.0350681, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.958461] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [253] 1760402055958351, 0.610597, -0.000178979, -0.366254, -0.309789, -0.999259, -0.00916055, 0.0132557, 0.0349671, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.960180] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [254] 1760402055960047, 0.612293, -0.000178979, -0.366254, -0.309789, -0.999259, -0.00916055, 0.0132557, 0.0349671, 0.0125468, 0.0174271, 0.00378356, -0.0622034, -0.110151, 0, 
[2025-10-13 20:34:15.962943] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [255] 1760402055962839, 0.615085, -0.000178979, -0.366254, -0.309789, -0.999259, -0.00916055, 0.0132557, 0.0349671, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.965978] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [257] 1760402055965863, 0.618109, 0.000300405, -0.365841, -0.309835, -0.99929, -0.00898534, 0.0128784, 0.0342364, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.968784] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [258] 1760402055968678, 0.620924, 0.000300405, -0.365841, -0.309835, -0.99929, -0.00898534, 0.0128784, 0.0342364, 0.0479384, 0.0413185, -0.0045897, 0, -0.0778865, -0.145211, 
[2025-10-13 20:34:15.974126] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [259] 1760402055974012, 0.626258, 0.000300405, -0.365841, -0.309835, -0.99929, -0.00898534, 0.0128784, 0.0342364, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.974792] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [260] 1760402055974704, 0.62695, 0.000275139, -0.365891, -0.309835, -0.999283, -0.00892154, 0.0127559, 0.0345056, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.978354] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [262] 1760402055978242, 0.630488, 0.000275139, -0.365891, -0.309835, -0.999283, -0.00892154, 0.0127559, 0.0345056, -0.00252662, -0.00498846, 0, 0, 0, 0.0542291, 
[2025-10-13 20:34:15.980445] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [263] 1760402055980340, 0.632586, 0.000275139, -0.365891, -0.309835, -0.999283, -0.00892154, 0.0127559, 0.0345056, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.983297] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [264] 1760402055983181, 0.635427, 0.000275139, -0.365891, -0.309835, -0.999283, -0.00892154, 0.0127559, 0.0345056, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.986198] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [266] 1760402055986087, 0.638333, 0.000148539, -0.365983, -0.309771, -0.999267, -0.0089665, 0.0128236, 0.0349399, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.988949] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [267] 1760402055988836, 0.641082, 0.000148539, -0.365983, -0.309771, -0.999267, -0.0089665, 0.0128236, 0.0349399, -0.01266, -0.00916645, 0.00636557, 0, 0, 0.0867091, 
