[2025-10-13 20:31:35.952323] [0x0000007fb371a7c0] [MocapTag] [0x0000068f] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:31:36.237820] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [135] 1760401896237702, 0.359601, 0.0348391, -0.37374, -0.310024, -0.998297, -0.00876802, 0.00150246, 0.0576468, 0.257234, 0.0965177, -0.0867691, 0.390482, -1.53577, 4.22997, 
[2025-10-13 20:31:36.242256] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [137] 1760401896242145, 0.364044, 0.0348391, -0.37374, -0.310024, -0.998297, -0.00876802, 0.00150246, 0.0576468, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.242880] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [138] 1760401896242784, 0.364683, 0.0348391, -0.37374, -0.310024, -0.998297, -0.00876802, 0.00150246, 0.0576468, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.245549] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [139] 1760401896245435, 0.367334, 0.0349689, -0.373671, -0.310101, -0.998311, -0.00858325, 0.00131684, 0.0574516, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.249503] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [141] 1760401896249427, 0.371326, 0.0349689, -0.373671, -0.310101, -0.998311, -0.00858325, 0.00131684, 0.0574516, 0.0129802, 0.00685951, -0.00771906, 0, -0.0395236, -0.0387222, 
[2025-10-13 20:31:36.250892] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [142] 1760401896250782, 0.372681, 0.0349689, -0.373671, -0.310101, -0.998311, -0.00858325, 0.00131684, 0.0574516, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.253580] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [143] 1760401896253464, 0.375363, 0.0349689, -0.373671, -0.310101, -0.998311, -0.00858325, 0.00131684, 0.0574516, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.255957] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [144] 1760401896255854, 0.377753, 0.0347732, -0.373676, -0.30996, -0.998305, -0.00899932, 0.00165581, 0.0574738, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.258876] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [145] 1760401896258757, 0.380656, 0.0347732, -0.373676, -0.30996, -0.998305, -0.00899932, 0.00165581, 0.0574738, -0.0195691, 0, 0.0140688, 0.0792027, 0.0724993, 0, 
[2025-10-13 20:31:36.262138] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [147] 1760401896262027, 0.383926, 0.0347732, -0.373676, -0.30996, -0.998305, -0.00899932, 0.00165581, 0.0574738, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.265272] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [148] 1760401896265162, 0.387061, 0.0343607, -0.373454, -0.310393, -0.998352, -0.00881436, 0.00259204, 0.0566466, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.267459] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [149] 1760401896267355, 0.389254, 0.0343607, -0.373454, -0.310393, -0.998352, -0.00881436, 0.00259204, 0.0566466, -0.0412419, 0.0221836, -0.0432854, -0.047183, 0.183371, -0.167201, 
[2025-10-13 20:31:36.271537] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [151] 1760401896271419, 0.393318, 0.0343607, -0.373454, -0.310393, -0.998352, -0.00881436, 0.00259204, 0.0566466, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.272856] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [152] 1760401896272747, 0.394646, 0.0343607, -0.373454, -0.310393, -0.998352, -0.00881436, 0.00259204, 0.0566466, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.275598] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [153] 1760401896275492, 0.397391, 0.0348306, -0.373161, -0.310892, -0.998191, -0.00859862, 0.00128264, 0.0594926, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.278636] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [154] 1760401896278514, 0.400413, 0.0348306, -0.373161, -0.310892, -0.998191, -0.00859862, 0.00128264, 0.0594926, 0.046981, 0.0292792, -0.049939, 0, -0.259043, 0.572429, 
[2025-10-13 20:31:36.281148] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [156] 1760401896281036, 0.402935, 0.0348306, -0.373161, -0.310892, -0.998191, -0.00859862, 0.00128264, 0.0594926, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.283737] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [157] 1760401896283630, 0.405529, 0.0347036, -0.373204, -0.310825, -0.998191, -0.00866836, 0.00154049, 0.0594697, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.286803] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [158] 1760401896286666, 0.408565, 0.0347036, -0.373204, -0.310825, -0.998191, -0.00866836, 0.00154049, 0.0594697, -0.0126948, -0.00428385, 0.00670484, 0, 0.0522671, 0, 
[2025-10-13 20:31:36.289202] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [160] 1760401896289147, 0.411046, 0.0347036, -0.373204, -0.310825, -0.998191, -0.00866836, 0.00154049, 0.0594697, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.292057] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [161] 1760401896291935, 0.413834, 0.0347036, -0.373204, -0.310825, -0.998191, -0.00866836, 0.00154049, 0.0594697, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.294510] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [162] 1760401896294402, 0.416301, 0.0347609, -0.373245, -0.310817, -0.998143, -0.00864538, 0.00158327, 0.0602734, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.297369] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [163] 1760401896297259, 0.419158, 0.0347609, -0.373245, -0.310817, -0.998143, -0.00864538, 0.00158327, 0.0602734, 0.00572768, -0.00408351, 0, 0, 0, 0.160957, 
[2025-10-13 20:31:36.299895] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [165] 1760401896299802, 0.421701, 0.0347609, -0.373245, -0.310817, -0.998143, -0.00864538, 0.00158327, 0.0602734, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.302759] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [166] 1760401896302649, 0.424548, 0.0347609, -0.373245, -0.310817, -0.998143, -0.00864538, 0.00158327, 0.0602734, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.305252] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [167] 1760401896305132, 0.427031, 0.0348397, -0.373122, -0.310859, -0.998199, -0.0085764, 0.00116761, 0.0593685, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.308000] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [168] 1760401896307891, 0.42979, 0.0348397, -0.373122, -0.310859, -0.998199, -0.0085764, 0.00116761, 0.0593685, 0.00788028, 0.0123078, -0.0041802, 0, -0.0853477, -0.180589, 
[2025-10-13 20:31:36.310736] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [170] 1760401896310624, 0.432523, 0.0348397, -0.373122, -0.310859, -0.998199, -0.0085764, 0.00116761, 0.0593685, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.313404] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [171] 1760401896313291, 0.43519, 0.0348397, -0.373122, -0.310859, -0.998199, -0.0085764, 0.00116761, 0.0593685, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.315846] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [172] 1760401896315740, 0.437639, 0.0347692, -0.373105, -0.310839, -0.998203, -0.0087938, 0.00151238, 0.0592512, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.318758] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [173] 1760401896318671, 0.44057, 0.0347692, -0.373105, -0.310839, -0.998203, -0.0087938, 0.00151238, 0.0592512, -0.00704873, 0, 0.00200514, 0.0393629, 0.0712052, 0, 
[2025-10-13 20:31:36.321269] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [175] 1760401896321160, 0.443059, 0.0347692, -0.373105, -0.310839, -0.998203, -0.0087938, 0.00151238, 0.0592512, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.323919] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [176] 1760401896323811, 0.44571, 0.0340489, -0.373185, -0.310724, -0.998323, -0.0097265, 0.00442073, 0.0569031, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.327023] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [177] 1760401896326913, 0.448812, 0.0340489, -0.373185, -0.310724, -0.998323, -0.0097265, 0.00442073, 0.0569031, -0.0720275, -0.00802, 0.0114683, 0.154161, 0.587231, -0.476097, 
[2025-10-13 20:31:36.329321] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [179] 1760401896329267, 0.451166, 0.0340489, -0.373185, -0.310724, -0.998323, -0.0097265, 0.00442073, 0.0569031, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.333164] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [180] 1760401896333049, 0.454948, 0.0340489, -0.373185, -0.310724, -0.998323, -0.0097265, 0.00442073, 0.0569031, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.334849] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [181] 1760401896334744, 0.456643, 0.0345644, -0.373169, -0.310732, -0.998195, -0.00878244, 0.00167616, 0.0593928, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.338250] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [182] 1760401896338126, 0.460025, 0.0345644, -0.373169, -0.310732, -0.998195, -0.00878244, 0.00167616, 0.0593928, 0.0515471, 0, 0, -0.158429, -0.554421, 0.504198, 
[2025-10-13 20:31:36.340838] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [184] 1760401896340728, 0.462627, 0.0345644, -0.373169, -0.310732, -0.998195, -0.00878244, 0.00167616, 0.0593928, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.343855] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [185] 1760401896343750, 0.465649, 0.0345644, -0.373169, -0.310732, -0.998195, -0.00878244, 0.00167616, 0.0593928, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.346097] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [186] 1760401896345989, 0.467888, 0.034841, -0.373141, -0.310905, -0.99821, -0.00855101, 0.00149635, 0.0591806, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.348726] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [187] 1760401896348614, 0.470513, 0.034841, -0.373141, -0.310905, -0.99821, -0.00855101, 0.00149635, 0.0591806, 0.0276587, 0.00274342, -0.0172895, -0.0439882, -0.0390059, -0.0421211, 
[2025-10-13 20:31:36.351394] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [189] 1760401896351282, 0.473181, 0.034841, -0.373141, -0.310905, -0.99821, -0.00855101, 0.00149635, 0.0591806, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.354901] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [190] 1760401896354793, 0.476692, 0.0347029, -0.373166, -0.310893, -0.998239, -0.00855036, 0.00185986, 0.0586669, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.357637] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [191] 1760401896357521, 0.47942, 0.0347029, -0.373166, -0.310893, -0.998239, -0.00855036, 0.00185986, 0.0586669, -0.013809, -0.00240568, 0, 0, 0.071699, -0.103507, 
[2025-10-13 20:31:36.360341] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [193] 1760401896360220, 0.482119, 0.0347029, -0.373166, -0.310893, -0.998239, -0.00855036, 0.00185986, 0.0586669, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.362845] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [194] 1760401896362741, 0.48464, 0.0347029, -0.373166, -0.310893, -0.998239, -0.00855036, 0.00185986, 0.0586669, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.365492] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [195] 1760401896365382, 0.487281, 0.0346775, -0.373187, -0.310831, -0.998189, -0.00881194, 0.00177625, 0.0594817, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.368216] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [196] 1760401896368109, 0.490008, 0.0346775, -0.373187, -0.310831, -0.998189, -0.00881194, 0.00177625, 0.0594817, -0.00253675, -0.00213714, 0.00626378, 0.0528336, 0, 0.163256, 
[2025-10-13 20:31:36.371268] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [198] 1760401896371157, 0.493056, 0.0346775, -0.373187, -0.310831, -0.998189, -0.00881194, 0.00177625, 0.0594817, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.373937] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [199] 1760401896373826, 0.495725, 0.0347442, -0.373262, -0.310869, -0.998163, -0.00858453, 0.00190477, 0.0599382, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.376708] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [200] 1760401896376603, 0.498502, 0.0347442, -0.373262, -0.310869, -0.998163, -0.00858453, 0.00190477, 0.0599382, 0.00666482, -0.00753971, -0.00381971, -0.0471592, 0, 0.0913523, 
[2025-10-13 20:31:36.379355] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [201] 1760401896379269, 0.501168, 0.0347442, -0.373262, -0.310869, -0.998163, -0.00858453, 0.00190477, 0.0599382, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.382141] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [203] 1760401896382032, 0.503931, 0.0347442, -0.373262, -0.310869, -0.998163, -0.00858453, 0.00190477, 0.0599382, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.384832] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [204] 1760401896384724, 0.506623, 0.0346059, -0.373182, -0.310706, -0.998156, -0.00876206, 0.00113627, 0.060061, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.387851] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [205] 1760401896387743, 0.509642, 0.0346059, -0.373182, -0.310706, -0.998156, -0.00876206, 0.00113627, 0.060061, -0.0138246, 0.00807154, 0.0163168, 0.0446081, -0.151078, 0, 
[2025-10-13 20:31:36.390642] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [207] 1760401896390531, 0.51243, 0.0346059, -0.373182, -0.310706, -0.998156, -0.00876206, 0.00113627, 0.060061, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.393285] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [208] 1760401896393175, 0.515074, 0.0346059, -0.373182, -0.310706, -0.998156, -0.00876206, 0.00113627, 0.060061, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.395840] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [209] 1760401896395735, 0.517634, 0.0349817, -0.373115, -0.310889, -0.998164, -0.00841454, 0.000692176, 0.0599819, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.399140] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [210] 1760401896399051, 0.52095, 0.0349817, -0.373115, -0.310889, -0.998164, -0.00841454, 0.000692176, 0.0599819, 0.0375753, 0.00666401, -0.0183383, -0.0640392, -0.0929615, 0, 
[2025-10-13 20:31:36.401279] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [212] 1760401896401169, 0.523068, 0.0349817, -0.373115, -0.310889, -0.998164, -0.00841454, 0.000692176, 0.0599819, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.404786] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [213] 1760401896404678, 0.526577, 0.0349817, -0.373115, -0.310889, -0.998164, -0.00841454, 0.000692176, 0.0599819, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.407334] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [214] 1760401896407231, 0.52913, 0.0348154, -0.373112, -0.310893, -0.998205, -0.00870619, 0.00151269, 0.0592403, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.410364] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [216] 1760401896410247, 0.532146, 0.0348154, -0.373112, -0.310893, -0.998205, -0.00870619, 0.00151269, 0.0592403, -0.0166328, 0, 0, 0.0486851, 0.166022, -0.150031, 
[2025-10-13 20:31:36.413151] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [217] 1760401896413040, 0.534939, 0.0348154, -0.373112, -0.310893, -0.998205, -0.00870619, 0.00151269, 0.0592403, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.415724] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [218] 1760401896415617, 0.537516, 0.0347437, -0.373105, -0.310849, -0.998221, -0.00875619, 0.00161898, 0.0589615, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.419461] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [220] 1760401896419407, 0.541306, 0.0347437, -0.373105, -0.310849, -0.998221, -0.00875619, 0.00161898, 0.0589615, -0.00716631, 0, 0.00437426, 0, 0, -0.0560425, 
[2025-10-13 20:31:36.422271] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [221] 1760401896422161, 0.54406, 0.0347437, -0.373105, -0.310849, -0.998221, -0.00875619, 0.00161898, 0.0589615, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.425036] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [222] 1760401896424925, 0.546824, 0.034766, -0.373139, -0.310853, -0.998205, -0.00870672, 0.00153297, 0.0592371, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.428871] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [223] 1760401896428782, 0.550681, 0.034766, -0.373139, -0.310853, -0.998205, -0.00870672, 0.00153297, 0.0592371, 0.00223337, -0.00345766, 0, 0, 0, 0.0553697, 
[2025-10-13 20:31:36.430407] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [225] 1760401896430292, 0.552191, 0.034766, -0.373139, -0.310853, -0.998205, -0.00870672, 0.00153297, 0.0592371, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.433832] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [226] 1760401896433722, 0.555621, 0.034766, -0.373139, -0.310853, -0.998205, -0.00870672, 0.00153297, 0.0592371, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.436358] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [227] 1760401896436249, 0.558148, 0.0347055, -0.373161, -0.310824, -0.998202, -0.00874274, 0.00162565, 0.0592776, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.439614] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [229] 1760401896439546, 0.561445, 0.0347055, -0.373161, -0.310824, -0.998202, -0.00874274, 0.00162565, 0.0592776, -0.00604781, -0.00214664, 0.00294235, 0, 0, 0, 
[2025-10-13 20:31:36.442043] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [230] 1760401896441933, 0.563832, 0.0347055, -0.373161, -0.310824, -0.998202, -0.00874274, 0.00162565, 0.0592776, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.444909] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [231] 1760401896444784, 0.566683, 0.0345605, -0.373174, -0.310766, -0.998199, -0.00903817, 0.00192651, 0.0592703, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.448248] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [232] 1760401896448138, 0.570037, 0.0345605, -0.373174, -0.310766, -0.998199, -0.00903817, 0.00192651, 0.0592703, -0.014507, 0, 0.00581742, 0.0554323, 0.0635521, 0, 
[2025-10-13 20:31:36.450969] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [234] 1760401896450859, 0.572758, 0.0345605, -0.373174, -0.310766, -0.998199, -0.00903817, 0.00192651, 0.0592703, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.453710] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [235] 1760401896453597, 0.575496, 0.0345605, -0.373174, -0.310766, -0.998199, -0.00903817, 0.00192651, 0.0592703, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.456207] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [236] 1760401896456105, 0.578004, 0.0346495, -0.373213, -0.310739, -0.998161, -0.00870875, 0.00138887, 0.0599706, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.458987] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [237] 1760401896458903, 0.580802, 0.0346495, -0.373213, -0.310739, -0.998161, -0.00870875, 0.00138887, 0.0599706, 0.00890153, -0.0039202, 0.00266904, -0.0596762, -0.110031, 0.141372, 
[2025-10-13 20:31:36.461663] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [239] 1760401896461551, 0.58345, 0.0346495, -0.373213, -0.310739, -0.998161, -0.00870875, 0.00138887, 0.0599706, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.465136] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [240] 1760401896465020, 0.586919, 0.033918, -0.373195, -0.310865, -0.998381, -0.0104329, 0.00632043, 0.0555633, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.467863] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [241] 1760401896467756, 0.589655, 0.033918, -0.373195, -0.310865, -0.998381, -0.0104329, 0.00632043, 0.0555633, -0.0731495, 0, -0.0126229, 0.2913, 0.996302, -0.893173, 
[2025-10-13 20:31:36.470854] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [243] 1760401896470744, 0.592643, 0.033918, -0.373195, -0.310865, -0.998381, -0.0104329, 0.00632043, 0.0555633, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.473135] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [244] 1760401896473018, 0.594917, 0.033918, -0.373195, -0.310865, -0.998381, -0.0104329, 0.00632043, 0.0555633, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.475674] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [245] 1760401896475565, 0.597464, 0.0333203, -0.376387, -0.310696, -0.999485, -0.00318295, 0.0218359, 0.0233144, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.479294] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [247] 1760401896479235, 0.601134, 0.0333203, -0.376387, -0.310696, -0.999485, -0.00318295, 0.0218359, 0.0233144, -0.0597658, -0.319146, 0.0169209, -1.47834, 3.00314, -6.45263, 
[2025-10-13 20:31:36.482152] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [248] 1760401896482040, 0.603939, 0.0333203, -0.376387, -0.310696, -0.999485, -0.00318295, 0.0218359, 0.0233144, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.484961] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [249] 1760401896484852, 0.606751, 0.0333421, -0.376393, -0.310708, -0.999485, -0.00315693, 0.021947, 0.0232146, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.487603] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [250] 1760401896487497, 0.609396, 0.0333421, -0.376393, -0.310708, -0.999485, -0.00315693, 0.021947, 0.0232146, 0.0021732, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.490335] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [252] 1760401896490221, 0.61212, 0.0333421, -0.376393, -0.310708, -0.999485, -0.00315693, 0.021947, 0.0232146, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.493057] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [253] 1760401896492946, 0.614845, 0.0333421, -0.376393, -0.310708, -0.999485, -0.00315693, 0.021947, 0.0232146, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.496502] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [254] 1760401896496388, 0.618287, 0.033331, -0.376383, -0.310698, -0.999486, -0.00317165, 0.0218911, 0.0232237, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.499378] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [255] 1760401896499293, 0.621192, 0.033331, -0.376383, -0.310698, -0.999486, -0.00317165, 0.0218911, 0.0232237, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.502182] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [257] 1760401896502072, 0.623971, 0.033331, -0.376383, -0.310698, -0.999486, -0.00317165, 0.0218911, 0.0232237, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.504805] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [258] 1760401896504690, 0.626589, 0.0333381, -0.376376, -0.310699, -0.999485, -0.00317761, 0.0219384, 0.0231903, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.509562] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [260] 1760401896509480, 0.631379, 0.0333381, -0.376376, -0.310699, -0.999485, -0.00317761, 0.0219384, 0.0231903, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.510903] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [261] 1760401896510793, 0.632692, 0.0333381, -0.376376, -0.310699, -0.999485, -0.00317761, 0.0219384, 0.0231903, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.513723] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [262] 1760401896513613, 0.635512, 0.0333381, -0.376376, -0.310699, -0.999485, -0.00317761, 0.0219384, 0.0231903, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.516234] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [263] 1760401896516129, 0.638028, 0.0347579, -0.373809, -0.30998, -0.998314, -0.00914208, 0.00261337, 0.0572567, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.519011] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [264] 1760401896518926, 0.640825, 0.0347579, -0.373809, -0.30998, -0.998314, -0.00914208, 0.00261337, 0.0572567, 0.141981, 0.256784, 0.0718871, 1.26159, -3.7751, 6.82464, 
