[2025-10-20 15:09:28.727780] [0x0000007fa33c87c0] [MocapTag] [0x00000c36] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 15:09:29.034894] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [150] 1760987369034789, 0.354855, 0.151465, -0.251561, -0.32053, 0.706233, 0.707481, 0.0192161, 0.0183254, -0.00247006, 0, -0.00527625, 0, 0, 0, 
[2025-10-20 15:09:29.037654] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [152] 1760987369037599, 0.357665, 0.151465, -0.251561, -0.32053, 0.706233, 0.707481, 0.0192161, 0.0183254, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.040303] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [153] 1760987369040191, 0.360257, 0.15147, -0.251551, -0.320539, 0.70624, 0.707473, 0.0192998, 0.0183059, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.043146] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [154] 1760987369042983, 0.363049, 0.15147, -0.251551, -0.320539, 0.70624, 0.707473, 0.0192998, 0.0183059, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.045412] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [155] 1760987369045305, 0.365371, 0.15147, -0.251551, -0.320539, 0.70624, 0.707473, 0.0192998, 0.0183059, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.049087] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [157] 1760987369048975, 0.369041, 0.15147, -0.251551, -0.320539, 0.70624, 0.707473, 0.0192998, 0.0183059, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.051405] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [158] 1760987369051303, 0.371369, 0.151493, -0.251556, -0.320486, 0.706236, 0.707479, 0.0191256, 0.0183805, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.054159] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [159] 1760987369054049, 0.374115, 0.151493, -0.251556, -0.320486, 0.706236, 0.707479, 0.0191256, 0.0183805, 0.00234697, 0, 0.00530463, 0, 0, -0.0351991, 
[2025-10-20 15:09:29.058675] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [161] 1760987369058554, 0.37862, 0.151493, -0.251556, -0.320486, 0.706236, 0.707479, 0.0191256, 0.0183805, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.059909] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [162] 1760987369059748, 0.379814, 0.151493, -0.251556, -0.320486, 0.706236, 0.707479, 0.0191256, 0.0183805, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.062046] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [163] 1760987369061942, 0.382008, 0.151473, -0.251575, -0.320471, 0.70633, 0.707389, 0.0191191, 0.0182596, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.064765] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [164] 1760987369064662, 0.384728, 0.151473, -0.251575, -0.320471, 0.70633, 0.707389, 0.0191191, 0.0182596, -0.00200838, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.067315] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [165] 1760987369067223, 0.387289, 0.151473, -0.251575, -0.320471, 0.70633, 0.707389, 0.0191191, 0.0182596, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.070244] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [167] 1760987369070133, 0.390199, 0.151452, -0.251589, -0.320448, 0.706358, 0.707363, 0.0190344, 0.0182485, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.073044] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [168] 1760987369072931, 0.392997, 0.151452, -0.251589, -0.320448, 0.706358, 0.707363, 0.0190344, 0.0182485, -0.00206033, 0, 0.00233417, 0, 0, 0, 
[2025-10-20 15:09:29.075846] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [169] 1760987369075734, 0.3958, 0.151452, -0.251589, -0.320448, 0.706358, 0.707363, 0.0190344, 0.0182485, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.079070] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [171] 1760987369078961, 0.399027, 0.151452, -0.251589, -0.320448, 0.706358, 0.707363, 0.0190344, 0.0182485, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.081563] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [172] 1760987369081458, 0.401524, 0.151479, -0.251584, -0.320444, 0.706319, 0.707401, 0.0190756, 0.0182579, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.083916] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [173] 1760987369083804, 0.40387, 0.151479, -0.251584, -0.320444, 0.706319, 0.707401, 0.0190756, 0.0182579, 0.00262182, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.086418] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [174] 1760987369086314, 0.40638, 0.151479, -0.251584, -0.320444, 0.706319, 0.707401, 0.0190756, 0.0182579, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.089112] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [176] 1760987369089003, 0.409069, 0.151479, -0.251584, -0.320444, 0.706319, 0.707401, 0.0190756, 0.0182579, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.091635] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [177] 1760987369091530, 0.411596, 0.151474, -0.25159, -0.320448, 0.706296, 0.707421, 0.0192026, 0.018258, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.095091] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [178] 1760987369094967, 0.415033, 0.151474, -0.25159, -0.320448, 0.706296, 0.707421, 0.0192026, 0.018258, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.097408] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [180] 1760987369097347, 0.417413, 0.151474, -0.25159, -0.320448, 0.706296, 0.707421, 0.0192026, 0.018258, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.100182] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [181] 1760987369100069, 0.420135, 0.151482, -0.251627, -0.320461, 0.706329, 0.707391, 0.0191027, 0.018212, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.103922] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [182] 1760987369103817, 0.423883, 0.151482, -0.251627, -0.320461, 0.706329, 0.707391, 0.0191027, 0.018212, 0, -0.00367218, 0, 0, 0, 0, 
[2025-10-20 15:09:29.105512] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [183] 1760987369105412, 0.425478, 0.151482, -0.251627, -0.320461, 0.706329, 0.707391, 0.0191027, 0.018212, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.108120] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [185] 1760987369107996, 0.428062, 0.151482, -0.251627, -0.320461, 0.706329, 0.707391, 0.0191027, 0.018212, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.111150] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [186] 1760987369111040, 0.431106, 0.151471, -0.251609, -0.320441, 0.706292, 0.707427, 0.0191092, 0.0182382, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.113920] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [187] 1760987369113809, 0.433875, 0.151471, -0.251609, -0.320441, 0.706292, 0.707427, 0.0191092, 0.0182382, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.116340] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [188] 1760987369116231, 0.436297, 0.151471, -0.251609, -0.320441, 0.706292, 0.707427, 0.0191092, 0.0182382, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.119495] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [190] 1760987369119375, 0.439441, 0.151471, -0.251609, -0.320441, 0.706292, 0.707427, 0.0191092, 0.0182382, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.122578] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [191] 1760987369122468, 0.442534, 0.151485, -0.251629, -0.320448, 0.706306, 0.707414, 0.019065, 0.0182577, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.124414] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [192] 1760987369124310, 0.444376, 0.151485, -0.251629, -0.320448, 0.706306, 0.707414, 0.019065, 0.0182577, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.127183] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [193] 1760987369127097, 0.447163, 0.151485, -0.251629, -0.320448, 0.706306, 0.707414, 0.019065, 0.0182577, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.129706] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [195] 1760987369129596, 0.449662, 0.151474, -0.25161, -0.320438, 0.706279, 0.707438, 0.0191397, 0.0183009, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.132461] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [196] 1760987369132349, 0.452415, 0.151474, -0.25161, -0.320438, 0.706279, 0.707438, 0.0191397, 0.0183009, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.134928] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [197] 1760987369134823, 0.454889, 0.151474, -0.25161, -0.320438, 0.706279, 0.707438, 0.0191397, 0.0183009, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.137496] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [198] 1760987369137403, 0.457469, 0.151474, -0.25161, -0.320438, 0.706279, 0.707438, 0.0191397, 0.0183009, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.140208] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [200] 1760987369140094, 0.46016, 0.151492, -0.251595, -0.320429, 0.70631, 0.707406, 0.0191863, 0.0183134, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.143319] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [201] 1760987369143213, 0.463279, 0.151492, -0.251595, -0.320429, 0.70631, 0.707406, 0.0191863, 0.0183134, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.145854] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [202] 1760987369145744, 0.46581, 0.151492, -0.251595, -0.320429, 0.70631, 0.707406, 0.0191863, 0.0183134, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.148662] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [204] 1760987369148543, 0.468609, 0.151492, -0.251595, -0.320429, 0.70631, 0.707406, 0.0191863, 0.0183134, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.151079] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [205] 1760987369150965, 0.471031, 0.151454, -0.251612, -0.320448, 0.706288, 0.707427, 0.019189, 0.0183146, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.153797] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [206] 1760987369153691, 0.473757, 0.151454, -0.251612, -0.320448, 0.706288, 0.707427, 0.019189, 0.0183146, -0.00385071, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.156304] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [207] 1760987369156191, 0.476257, 0.151454, -0.251612, -0.320448, 0.706288, 0.707427, 0.019189, 0.0183146, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.159470] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [209] 1760987369159358, 0.479424, 0.151454, -0.251612, -0.320448, 0.706288, 0.707427, 0.019189, 0.0183146, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.161661] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [210] 1760987369161557, 0.481623, 0.151481, -0.251607, -0.320444, 0.706279, 0.707436, 0.0191418, 0.0183846, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.164488] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [211] 1760987369164378, 0.484444, 0.151481, -0.251607, -0.320444, 0.706279, 0.707436, 0.0191418, 0.0183846, 0.00277182, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.166972] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [212] 1760987369166888, 0.486954, 0.151481, -0.251607, -0.320444, 0.706279, 0.707436, 0.0191418, 0.0183846, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.169635] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [214] 1760987369169523, 0.489589, 0.151481, -0.251607, -0.320444, 0.706279, 0.707436, 0.0191418, 0.0183846, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.172187] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [215] 1760987369172082, 0.492148, 0.15149, -0.251614, -0.320452, 0.706323, 0.707394, 0.0191659, 0.018259, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.175342] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [216] 1760987369175233, 0.495299, 0.15149, -0.251614, -0.320452, 0.706323, 0.707394, 0.0191659, 0.018259, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.177880] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [218] 1760987369177794, 0.49786, 0.15149, -0.251614, -0.320452, 0.706323, 0.707394, 0.0191659, 0.018259, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.182613] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [219] 1760987369182502, 0.502568, 0.151478, -0.251616, -0.320459, 0.706324, 0.707395, 0.0191314, 0.0182698, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.183452] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [220] 1760987369183348, 0.503414, 0.151478, -0.251616, -0.320459, 0.706324, 0.707395, 0.0191314, 0.0182698, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.185776] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [221] 1760987369185665, 0.505731, 0.151478, -0.251616, -0.320459, 0.706324, 0.707395, 0.0191314, 0.0182698, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.188429] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [223] 1760987369188254, 0.50832, 0.151478, -0.251616, -0.320459, 0.706324, 0.707395, 0.0191314, 0.0182698, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.191247] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [224] 1760987369191117, 0.511183, 0.151487, -0.251629, -0.320459, 0.706342, 0.707378, 0.0190714, 0.0182813, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.193763] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [225] 1760987369193637, 0.513703, 0.151487, -0.251629, -0.320459, 0.706342, 0.707378, 0.0190714, 0.0182813, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.196172] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [226] 1760987369196068, 0.516134, 0.151487, -0.251629, -0.320459, 0.706342, 0.707378, 0.0190714, 0.0182813, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.198978] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [228] 1760987369198863, 0.518929, 0.151487, -0.251629, -0.320459, 0.706342, 0.707378, 0.0190714, 0.0182813, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.201333] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [229] 1760987369201226, 0.521292, 0.151475, -0.251617, -0.320462, 0.706326, 0.707394, 0.0191153, 0.0182454, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.204072] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [230] 1760987369203951, 0.524017, 0.151475, -0.251617, -0.320462, 0.706326, 0.707394, 0.0191153, 0.0182454, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.206533] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [231] 1760987369206377, 0.526443, 0.151475, -0.251617, -0.320462, 0.706326, 0.707394, 0.0191153, 0.0182454, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.209570] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [233] 1760987369209451, 0.529517, 0.151475, -0.251617, -0.320462, 0.706326, 0.707394, 0.0191153, 0.0182454, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.211738] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [234] 1760987369211626, 0.531692, 0.151484, -0.251619, -0.320457, 0.706328, 0.707391, 0.0190959, 0.0182658, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.214438] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [235] 1760987369214334, 0.5344, 0.151484, -0.251619, -0.320457, 0.706328, 0.707391, 0.0190959, 0.0182658, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.216973] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [236] 1760987369216891, 0.536957, 0.151484, -0.251619, -0.320457, 0.706328, 0.707391, 0.0190959, 0.0182658, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.219637] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [238] 1760987369219525, 0.539591, 0.151484, -0.251619, -0.320457, 0.706328, 0.707391, 0.0190959, 0.0182658, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.222781] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [239] 1760987369222636, 0.542702, 0.151476, -0.251618, -0.320457, 0.706314, 0.707405, 0.0191424, 0.0182461, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.225632] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [240] 1760987369225521, 0.545587, 0.151476, -0.251618, -0.320457, 0.706314, 0.707405, 0.0191424, 0.0182461, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.228598] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [242] 1760987369228473, 0.548539, 0.151476, -0.251618, -0.320457, 0.706314, 0.707405, 0.0191424, 0.0182461, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.231855] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [243] 1760987369231746, 0.551812, 0.151483, -0.251608, -0.320449, 0.706319, 0.707399, 0.0191769, 0.0182423, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.233781] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [244] 1760987369233679, 0.553745, 0.151483, -0.251608, -0.320449, 0.706319, 0.707399, 0.0191769, 0.0182423, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.236499] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [245] 1760987369236362, 0.556428, 0.151483, -0.251608, -0.320449, 0.706319, 0.707399, 0.0191769, 0.0182423, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.239491] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [247] 1760987369239382, 0.559448, 0.151483, -0.251608, -0.320449, 0.706319, 0.707399, 0.0191769, 0.0182423, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.241814] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [248] 1760987369241707, 0.561773, 0.151471, -0.251609, -0.320442, 0.706301, 0.707416, 0.0191822, 0.018264, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.245060] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [249] 1760987369244953, 0.565019, 0.151471, -0.251609, -0.320442, 0.706301, 0.707416, 0.0191822, 0.018264, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.247079] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [250] 1760987369246991, 0.567057, 0.151471, -0.251609, -0.320442, 0.706301, 0.707416, 0.0191822, 0.018264, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.249730] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [252] 1760987369249619, 0.569685, 0.151471, -0.251609, -0.320442, 0.706301, 0.707416, 0.0191822, 0.018264, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.253607] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [253] 1760987369253491, 0.573557, 0.151482, -0.251607, -0.320443, 0.706294, 0.707423, 0.0191558, 0.0182622, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.255084] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [254] 1760987369254968, 0.575034, 0.151482, -0.251607, -0.320443, 0.706294, 0.707423, 0.0191558, 0.0182622, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.257794] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [256] 1760987369257732, 0.577798, 0.151482, -0.251607, -0.320443, 0.706294, 0.707423, 0.0191558, 0.0182622, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.260614] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [257] 1760987369260501, 0.580567, 0.151497, -0.251611, -0.32044, 0.70628, 0.707438, 0.0191002, 0.018316, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.263328] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [258] 1760987369263224, 0.58329, 0.151497, -0.251611, -0.32044, 0.70628, 0.707438, 0.0191002, 0.018316, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.265996] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [259] 1760987369265888, 0.585954, 0.151497, -0.251611, -0.32044, 0.70628, 0.707438, 0.0191002, 0.018316, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.268745] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [261] 1760987369268627, 0.588693, 0.151497, -0.251611, -0.32044, 0.70628, 0.707438, 0.0191002, 0.018316, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.271533] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [262] 1760987369271431, 0.591497, 0.151484, -0.251609, -0.320447, 0.7063, 0.707419, 0.0191078, 0.0182841, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.273902] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [263] 1760987369273794, 0.59386, 0.151484, -0.251609, -0.320447, 0.7063, 0.707419, 0.0191078, 0.0182841, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.276514] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [264] 1760987369276361, 0.596427, 0.151484, -0.251609, -0.320447, 0.7063, 0.707419, 0.0191078, 0.0182841, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.279729] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [266] 1760987369279616, 0.599682, 0.151484, -0.251609, -0.320447, 0.7063, 0.707419, 0.0191078, 0.0182841, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.281558] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [267] 1760987369281450, 0.601516, 0.151471, -0.251612, -0.320445, 0.706312, 0.707407, 0.0191154, 0.0182689, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.284293] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [268] 1760987369284191, 0.604257, 0.151471, -0.251612, -0.320445, 0.706312, 0.707407, 0.0191154, 0.0182689, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.286898] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [269] 1760987369286781, 0.606847, 0.151471, -0.251612, -0.320445, 0.706312, 0.707407, 0.0191154, 0.0182689, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.290134] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [271] 1760987369290024, 0.61009, 0.151471, -0.251612, -0.320445, 0.706312, 0.707407, 0.0191154, 0.0182689, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.292047] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [272] 1760987369291947, 0.612013, 0.151467, -0.251613, -0.320447, 0.706324, 0.707394, 0.0191311, 0.0182817, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.294659] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [273] 1760987369294557, 0.614623, 0.151467, -0.251613, -0.320447, 0.706324, 0.707394, 0.0191311, 0.0182817, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.298156] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [275] 1760987369298055, 0.618121, 0.151467, -0.251613, -0.320447, 0.706324, 0.707394, 0.0191311, 0.0182817, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.299914] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [276] 1760987369299802, 0.619868, 0.151488, -0.251619, -0.320454, 0.70633, 0.707388, 0.0191482, 0.0182356, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.302792] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [277] 1760987369302688, 0.622754, 0.151488, -0.251619, -0.320454, 0.70633, 0.707388, 0.0191482, 0.0182356, 0.00213777, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.305089] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [278] 1760987369304954, 0.62502, 0.151488, -0.251619, -0.320454, 0.70633, 0.707388, 0.0191482, 0.0182356, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.308262] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [280] 1760987369308155, 0.628221, 0.151488, -0.251619, -0.320454, 0.70633, 0.707388, 0.0191482, 0.0182356, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.310205] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [281] 1760987369310094, 0.63016, 0.1515, -0.2516, -0.32044, 0.706304, 0.707412, 0.0191435, 0.0183125, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:29.312873] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [282] 1760987369312763, 0.632829, 0.1515, -0.2516, -0.32044, 0.706304, 0.707412, 0.0191435, 0.0183125, 0, 0, 0, 0, 0, 0, 
