[2025-10-20 11:45:15.034586] [0x0000007fb92e17c0] [MocapTag] [0x000015ca] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 11:45:15.319574] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [137] 1760975115319461, 0.338686, 0.127032, -0.207265, -0.323789, 0.704452, 0.709627, 0.00724001, -0.0112152, -0.0040622, 0.0169838, -0.0198879, 0, 0, 0, 
[2025-10-20 11:45:15.322203] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [139] 1760975115322088, 0.341313, 0.127032, -0.207265, -0.323789, 0.704452, 0.709627, 0.00724001, -0.0112152, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.324801] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [140] 1760975115324691, 0.343916, 0.127032, -0.207265, -0.323789, 0.704452, 0.709627, 0.00724001, -0.0112152, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.327496] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [141] 1760975115327390, 0.346615, 0.127029, -0.207454, -0.323527, 0.704625, 0.709453, 0.00728795, -0.0112357, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.330407] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [142] 1760975115330283, 0.349508, 0.127029, -0.207454, -0.323527, 0.704625, 0.709453, 0.00728795, -0.0112357, 0, -0.0188573, 0.0261874, -0.0489831, 0, 0, 
[2025-10-20 11:45:15.332937] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [144] 1760975115332822, 0.352047, 0.127029, -0.207454, -0.323527, 0.704625, 0.709453, 0.00728795, -0.0112357, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.335482] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [145] 1760975115335379, 0.354604, 0.127029, -0.207454, -0.323527, 0.704625, 0.709453, 0.00728795, -0.0112357, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.338053] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [146] 1760975115337940, 0.357165, 0.127062, -0.207322, -0.323687, 0.704124, 0.70995, 0.00737751, -0.0112441, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.341034] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [147] 1760975115340948, 0.360173, 0.127062, -0.207322, -0.323687, 0.704124, 0.70995, 0.00737751, -0.0112441, 0.00339346, 0.0131791, -0.0159928, 0.141156, 0, 0, 
[2025-10-20 11:45:15.343594] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [149] 1760975115343481, 0.362706, 0.127062, -0.207322, -0.323687, 0.704124, 0.70995, 0.00737751, -0.0112441, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.346031] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [150] 1760975115345922, 0.365147, 0.127062, -0.207322, -0.323687, 0.704124, 0.70995, 0.00737751, -0.0112441, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.348478] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [151] 1760975115348371, 0.367596, 0.12704, -0.207432, -0.323538, 0.704505, 0.709574, 0.0072264, -0.0112062, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.351375] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [152] 1760975115351286, 0.370511, 0.12704, -0.207432, -0.323538, 0.704505, 0.709574, 0.0072264, -0.0112062, -0.00229418, -0.0109819, 0.0148829, -0.107217, 0, 0, 
[2025-10-20 11:45:15.353718] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [154] 1760975115353607, 0.372832, 0.12704, -0.207432, -0.323538, 0.704505, 0.709574, 0.0072264, -0.0112062, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.356232] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [155] 1760975115356130, 0.375355, 0.127051, -0.207435, -0.323581, 0.704354, 0.709723, 0.00717824, -0.0113133, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.359079] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [156] 1760975115358962, 0.378187, 0.127051, -0.207435, -0.323581, 0.704354, 0.709723, 0.00717824, -0.0113133, 0, 0, -0.00429371, 0.0421882, 0, 0, 
[2025-10-20 11:45:15.361490] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [158] 1760975115361429, 0.380654, 0.127051, -0.207435, -0.323581, 0.704354, 0.709723, 0.00717824, -0.0113133, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.364676] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [159] 1760975115364566, 0.383791, 0.127051, -0.207435, -0.323581, 0.704354, 0.709723, 0.00717824, -0.0113133, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.367313] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [160] 1760975115367201, 0.386426, 0.127053, -0.207411, -0.323554, 0.704494, 0.709584, 0.0071979, -0.0112507, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.370043] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [161] 1760975115369935, 0.38916, 0.127053, -0.207411, -0.323554, 0.704494, 0.709584, 0.0071979, -0.0112507, 0, 0.00240987, 0.00267571, -0.0392795, 0, 0, 
[2025-10-20 11:45:15.372604] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [163] 1760975115372481, 0.391706, 0.127053, -0.207411, -0.323554, 0.704494, 0.709584, 0.0071979, -0.0112507, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.375144] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [164] 1760975115375036, 0.394261, 0.127053, -0.207411, -0.323554, 0.704494, 0.709584, 0.0071979, -0.0112507, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.377615] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [165] 1760975115377509, 0.396734, 0.127026, -0.207435, -0.323838, 0.705391, 0.708693, 0.00716815, -0.011208, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.380577] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [166] 1760975115380460, 0.399685, 0.127026, -0.207435, -0.323838, 0.705391, 0.708693, 0.00716815, -0.011208, -0.00261646, -0.00243334, -0.0284019, -0.252795, 0, 0, 
[2025-10-20 11:45:15.383585] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [168] 1760975115383476, 0.402701, 0.127026, -0.207435, -0.323838, 0.705391, 0.708693, 0.00716815, -0.011208, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.385628] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [169] 1760975115385518, 0.404743, 0.127026, -0.207435, -0.323838, 0.705391, 0.708693, 0.00716815, -0.011208, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.388170] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [170] 1760975115388061, 0.407286, 0.127029, -0.207406, -0.323565, 0.704406, 0.709673, 0.00723616, -0.0111936, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.391043] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [171] 1760975115390929, 0.410154, 0.127029, -0.207406, -0.323565, 0.704406, 0.709673, 0.00723616, -0.0111936, 0, 0.00292705, 0.0273021, 0.277972, 0, 0, 
[2025-10-20 11:45:15.393527] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [173] 1760975115393414, 0.412639, 0.127029, -0.207406, -0.323565, 0.704406, 0.709673, 0.00723616, -0.0111936, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.396229] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [174] 1760975115396129, 0.415354, 0.127029, -0.207406, -0.323565, 0.704406, 0.709673, 0.00723616, -0.0111936, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.398786] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [175] 1760975115398674, 0.417899, 0.127048, -0.207434, -0.323566, 0.704443, 0.709636, 0.00716312, -0.0111769, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.401535] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [177] 1760975115401468, 0.420693, 0.127048, -0.207434, -0.323566, 0.704443, 0.709636, 0.00716312, -0.0111769, 0, -0.00287038, 0, 0, 0, 0, 
[2025-10-20 11:45:15.404172] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [178] 1760975115404062, 0.423287, 0.127048, -0.207434, -0.323566, 0.704443, 0.709636, 0.00716312, -0.0111769, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.406827] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [179] 1760975115406711, 0.425936, 0.127086, -0.207321, -0.323705, 0.703969, 0.710105, 0.00729269, -0.01115, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.409575] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [180] 1760975115409464, 0.428689, 0.127086, -0.207321, -0.323705, 0.703969, 0.710105, 0.00729269, -0.01115, 0.00373827, 0.0113807, -0.0139284, 0.13361, 0, 0, 
[2025-10-20 11:45:15.412096] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [182] 1760975115411973, 0.431198, 0.127086, -0.207321, -0.323705, 0.703969, 0.710105, 0.00729269, -0.01115, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.415198] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [183] 1760975115415088, 0.434313, 0.127086, -0.207321, -0.323705, 0.703969, 0.710105, 0.00729269, -0.01115, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.417870] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [184] 1760975115417765, 0.43699, 0.127074, -0.207364, -0.323691, 0.704142, 0.709933, 0.00733616, -0.0112181, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.421299] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [185] 1760975115421209, 0.440434, 0.127074, -0.207364, -0.323691, 0.704142, 0.709933, 0.00733616, -0.0112181, 0, -0.00431078, 0, -0.04884, 0, 0, 
[2025-10-20 11:45:15.423218] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [187] 1760975115423107, 0.442332, 0.127074, -0.207364, -0.323691, 0.704142, 0.709933, 0.00733616, -0.0112181, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.426553] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [188] 1760975115426449, 0.445674, 0.127074, -0.207364, -0.323691, 0.704142, 0.709933, 0.00733616, -0.0112181, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.429174] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [189] 1760975115429064, 0.448289, 0.127079, -0.207489, -0.323551, 0.704578, 0.709501, 0.00715248, -0.0112813, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.432059] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [191] 1760975115431968, 0.451193, 0.127079, -0.207489, -0.323551, 0.704578, 0.709501, 0.00715248, -0.0112813, 0, -0.0125471, 0.0139859, -0.12306, 0, 0, 
[2025-10-20 11:45:15.434806] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [192] 1760975115434696, 0.453921, 0.127079, -0.207489, -0.323551, 0.704578, 0.709501, 0.00715248, -0.0112813, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.437383] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [193] 1760975115437276, 0.456501, 0.127053, -0.207496, -0.323543, 0.704621, 0.709457, 0.00719577, -0.01131, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.440148] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [194] 1760975115440033, 0.459258, 0.127053, -0.207496, -0.323543, 0.704621, 0.709457, 0.00719577, -0.01131, -0.00259851, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.443368] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [196] 1760975115443258, 0.462483, 0.127053, -0.207496, -0.323543, 0.704621, 0.709457, 0.00719577, -0.01131, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.447442] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [197] 1760975115447323, 0.466548, 0.127053, -0.207496, -0.323543, 0.704621, 0.709457, 0.00719577, -0.01131, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.448797] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [198] 1760975115448689, 0.467914, 0.127095, -0.207442, -0.323604, 0.704338, 0.709737, 0.00717452, -0.0113442, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.451520] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [199] 1760975115451433, 0.470658, 0.127095, -0.207442, -0.323604, 0.704338, 0.709737, 0.00717452, -0.0113442, 0.00418299, 0.00534678, -0.00607614, 0.079596, 0, 0, 
[2025-10-20 11:45:15.454229] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [201] 1760975115454118, 0.473343, 0.127095, -0.207442, -0.323604, 0.704338, 0.709737, 0.00717452, -0.0113442, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.457532] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [202] 1760975115457401, 0.476626, 0.127051, -0.207443, -0.323595, 0.704388, 0.709688, 0.00727851, -0.0113291, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.460280] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [203] 1760975115460163, 0.479388, 0.127051, -0.207443, -0.323595, 0.704388, 0.709688, 0.00727851, -0.0113291, -0.00441902, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.463047] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [205] 1760975115462902, 0.482127, 0.127051, -0.207443, -0.323595, 0.704388, 0.709688, 0.00727851, -0.0113291, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.465623] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [206] 1760975115465517, 0.484742, 0.127051, -0.207443, -0.323595, 0.704388, 0.709688, 0.00727851, -0.0113291, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.468306] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [207] 1760975115468185, 0.48741, 0.127066, -0.207414, -0.323594, 0.704334, 0.709742, 0.00727742, -0.0112311, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.471671] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [209] 1760975115471594, 0.490819, 0.127066, -0.207414, -0.323594, 0.704334, 0.709742, 0.00727742, -0.0112311, 0, 0.00290336, 0, 0, 0, 0, 
[2025-10-20 11:45:15.474506] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [210] 1760975115474395, 0.49362, 0.127066, -0.207414, -0.323594, 0.704334, 0.709742, 0.00727742, -0.0112311, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.476879] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [211] 1760975115476774, 0.495999, 0.127068, -0.207394, -0.323597, 0.704332, 0.709744, 0.00726609, -0.0112746, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.479616] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [212] 1760975115479511, 0.498736, 0.127068, -0.207394, -0.323597, 0.704332, 0.709744, 0.00726609, -0.0112746, 0, 0.0020002, 0, 0, 0, 0, 
[2025-10-20 11:45:15.482202] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [214] 1760975115482079, 0.501304, 0.127068, -0.207394, -0.323597, 0.704332, 0.709744, 0.00726609, -0.0112746, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.484959] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [215] 1760975115484850, 0.504075, 0.127068, -0.207394, -0.323597, 0.704332, 0.709744, 0.00726609, -0.0112746, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.487991] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [216] 1760975115487887, 0.507112, 0.127044, -0.207394, -0.323615, 0.704338, 0.709737, 0.00723414, -0.011331, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.491281] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [218] 1760975115491223, 0.510448, 0.127044, -0.207394, -0.323615, 0.704338, 0.709737, 0.00723414, -0.011331, -0.00245164, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.493338] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [219] 1760975115493227, 0.512452, 0.127044, -0.207394, -0.323615, 0.704338, 0.709737, 0.00723414, -0.011331, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.496006] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [220] 1760975115495895, 0.51512, 0.127044, -0.207394, -0.323615, 0.704338, 0.709737, 0.00723414, -0.011331, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.498551] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [221] 1760975115498440, 0.517665, 0.127064, -0.207373, -0.323602, 0.704309, 0.709766, 0.0072398, -0.0113483, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.501277] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [222] 1760975115501189, 0.520414, 0.127064, -0.207373, -0.323602, 0.704309, 0.709766, 0.0072398, -0.0113483, 0.00207601, 0.0021047, 0, 0, 0, 0, 
[2025-10-20 11:45:15.504103] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [224] 1760975115503992, 0.523217, 0.127064, -0.207373, -0.323602, 0.704309, 0.709766, 0.0072398, -0.0113483, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.506678] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [225] 1760975115506572, 0.525797, 0.127048, -0.207383, -0.323598, 0.704298, 0.709778, 0.00726157, -0.0112623, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.509455] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [226] 1760975115509338, 0.528563, 0.127048, -0.207383, -0.323598, 0.704298, 0.709778, 0.00726157, -0.0112623, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.511929] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [228] 1760975115511850, 0.531075, 0.127048, -0.207383, -0.323598, 0.704298, 0.709778, 0.00726157, -0.0112623, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.514562] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [229] 1760975115514452, 0.533677, 0.127048, -0.207383, -0.323598, 0.704298, 0.709778, 0.00726157, -0.0112623, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.517220] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [230] 1760975115517101, 0.536326, 0.127064, -0.207392, -0.323592, 0.704328, 0.709746, 0.00725503, -0.0113693, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.520185] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [231] 1760975115520073, 0.539298, 0.127064, -0.207392, -0.323592, 0.704328, 0.709746, 0.00725503, -0.0113693, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.522704] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [233] 1760975115522584, 0.541809, 0.127064, -0.207392, -0.323592, 0.704328, 0.709746, 0.00725503, -0.0113693, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.525276] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [234] 1760975115525168, 0.544393, 0.127064, -0.207392, -0.323592, 0.704328, 0.709746, 0.00725503, -0.0113693, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.527731] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [235] 1760975115527628, 0.546853, 0.127074, -0.207419, -0.323591, 0.704357, 0.709719, 0.00721325, -0.0113381, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.530545] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [236] 1760975115530427, 0.549652, 0.127074, -0.207419, -0.323591, 0.704357, 0.709719, 0.00721325, -0.0113381, 0, -0.00263126, 0, 0, 0, 0, 
[2025-10-20 11:45:15.533114] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [238] 1760975115532945, 0.55217, 0.127074, -0.207419, -0.323591, 0.704357, 0.709719, 0.00721325, -0.0113381, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.535997] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [239] 1760975115535896, 0.555121, 0.127074, -0.207419, -0.323591, 0.704357, 0.709719, 0.00721325, -0.0113381, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.538727] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [240] 1760975115538614, 0.557839, 0.127077, -0.207428, -0.323577, 0.704383, 0.709693, 0.00720155, -0.0113135, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.541385] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [242] 1760975115541327, 0.560552, 0.127077, -0.207428, -0.323577, 0.704383, 0.709693, 0.00720155, -0.0113135, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.544229] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [243] 1760975115544115, 0.56334, 0.127077, -0.207428, -0.323577, 0.704383, 0.709693, 0.00720155, -0.0113135, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.546805] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [244] 1760975115546699, 0.565924, 0.127062, -0.207417, -0.323569, 0.704377, 0.709698, 0.00726681, -0.0113526, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.549505] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [245] 1760975115549399, 0.568624, 0.127062, -0.207417, -0.323569, 0.704377, 0.709698, 0.00726681, -0.0113526, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.553317] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [247] 1760975115553206, 0.572431, 0.127062, -0.207417, -0.323569, 0.704377, 0.709698, 0.00726681, -0.0113526, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.554752] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [248] 1760975115554649, 0.573874, 0.127062, -0.207417, -0.323569, 0.704377, 0.709698, 0.00726681, -0.0113526, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.557319] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [249] 1760975115557195, 0.57642, 0.127071, -0.207433, -0.323572, 0.704464, 0.709612, 0.00725022, -0.0113156, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.560129] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [250] 1760975115560019, 0.579244, 0.127071, -0.207433, -0.323572, 0.704464, 0.709612, 0.00725022, -0.0113156, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.562737] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [252] 1760975115562622, 0.581847, 0.127071, -0.207433, -0.323572, 0.704464, 0.709612, 0.00725022, -0.0113156, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.565282] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [253] 1760975115565174, 0.584399, 0.127071, -0.207433, -0.323572, 0.704464, 0.709612, 0.00725022, -0.0113156, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.567859] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [254] 1760975115567756, 0.586981, 0.127062, -0.207395, -0.323552, 0.704363, 0.709712, 0.00728245, -0.0113077, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.570666] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [255] 1760975115570544, 0.589769, 0.127062, -0.207395, -0.323552, 0.704363, 0.709712, 0.00728245, -0.0113077, 0, 0.00381896, 0, 0, 0, 0, 
[2025-10-20 11:45:15.573227] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [257] 1760975115573116, 0.592341, 0.127062, -0.207395, -0.323552, 0.704363, 0.709712, 0.00728245, -0.0113077, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.575732] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [258] 1760975115575630, 0.594855, 0.127062, -0.207395, -0.323552, 0.704363, 0.709712, 0.00728245, -0.0113077, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.578448] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [259] 1760975115578339, 0.597564, 0.127084, -0.207397, -0.323576, 0.704395, 0.709681, 0.00724123, -0.0113014, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.581244] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [261] 1760975115581188, 0.600413, 0.127084, -0.207397, -0.323576, 0.704395, 0.709681, 0.00724123, -0.0113014, 0.00215376, 0, -0.0024103, 0, 0, 0, 
[2025-10-20 11:45:15.583822] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [262] 1760975115583711, 0.602936, 0.127084, -0.207397, -0.323576, 0.704395, 0.709681, 0.00724123, -0.0113014, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.586235] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [263] 1760975115586133, 0.605358, 0.127093, -0.20736, -0.323637, 0.704191, 0.709882, 0.00723959, -0.0113796, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.589143] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [264] 1760975115589010, 0.608235, 0.127093, -0.20736, -0.323637, 0.704191, 0.709882, 0.00723959, -0.0113796, 0, 0.00373124, -0.00607775, 0.0570774, 0, 0, 
[2025-10-20 11:45:15.591753] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [266] 1760975115591668, 0.610893, 0.127093, -0.20736, -0.323637, 0.704191, 0.709882, 0.00723959, -0.0113796, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.594189] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [267] 1760975115594079, 0.613304, 0.127093, -0.20736, -0.323637, 0.704191, 0.709882, 0.00723959, -0.0113796, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.596757] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [268] 1760975115596653, 0.615878, 0.127123, -0.207307, -0.323677, 0.704134, 0.709939, 0.00724594, -0.011352, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.599885] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [269] 1760975115599774, 0.618999, 0.127123, -0.207307, -0.323677, 0.704134, 0.709939, 0.00724594, -0.011352, 0.00300144, 0.00530082, -0.00402234, 0, 0, 0, 
