[2025-10-20 15:15:16.936839] [0x0000007f8609c7c0] [MocapTag] [0x000016b8] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 15:15:17.228251] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [140] 1760987717228146, 0.344945, 0.151949, -0.222046, -0.319516, 0.705985, 0.708031, 0.00939777, 0.0137245, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.230748] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [141] 1760987717230644, 0.347443, 0.151949, -0.222046, -0.319516, 0.705985, 0.708031, 0.00939777, 0.0137245, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.233675] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [142] 1760987717233590, 0.350389, 0.151954, -0.222042, -0.319504, 0.706014, 0.708002, 0.00939892, 0.0137746, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.236615] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [144] 1760987717236505, 0.353304, 0.151954, -0.222042, -0.319504, 0.706014, 0.708002, 0.00939892, 0.0137746, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.238864] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [145] 1760987717238763, 0.355562, 0.151954, -0.222042, -0.319504, 0.706014, 0.708002, 0.00939892, 0.0137746, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.242556] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [146] 1760987717242445, 0.359244, 0.151954, -0.222042, -0.319504, 0.706014, 0.708002, 0.00939892, 0.0137746, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.244174] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [148] 1760987717244096, 0.360895, 0.151955, -0.222048, -0.319506, 0.706023, 0.707994, 0.00940546, 0.0137425, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.247003] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [149] 1760987717246891, 0.36369, 0.151955, -0.222048, -0.319506, 0.706023, 0.707994, 0.00940546, 0.0137425, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.249629] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [150] 1760987717249527, 0.366326, 0.151955, -0.222048, -0.319506, 0.706023, 0.707994, 0.00940546, 0.0137425, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.252261] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [151] 1760987717252158, 0.368957, 0.151955, -0.222048, -0.319506, 0.706023, 0.707994, 0.00940546, 0.0137425, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.254980] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [153] 1760987717254859, 0.371658, 0.151955, -0.222065, -0.319524, 0.706043, 0.707975, 0.00939483, 0.0136412, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.257698] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [154] 1760987717257587, 0.374386, 0.151955, -0.222065, -0.319524, 0.706043, 0.707975, 0.00939483, 0.0136412, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.260768] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [155] 1760987717260659, 0.377458, 0.151955, -0.222065, -0.319524, 0.706043, 0.707975, 0.00939483, 0.0136412, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.262815] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [156] 1760987717262705, 0.379504, 0.151955, -0.222065, -0.319524, 0.706043, 0.707975, 0.00939483, 0.0136412, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.265446] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [158] 1760987717265334, 0.382133, 0.151951, -0.22206, -0.319519, 0.706013, 0.708004, 0.009381, 0.013738, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.268693] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [159] 1760987717268578, 0.385377, 0.151951, -0.22206, -0.319519, 0.706013, 0.708004, 0.009381, 0.013738, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.270681] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [160] 1760987717270569, 0.387368, 0.151951, -0.22206, -0.319519, 0.706013, 0.708004, 0.009381, 0.013738, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.273545] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [161] 1760987717273462, 0.390261, 0.15194, -0.222053, -0.319516, 0.705983, 0.708033, 0.00937612, 0.0137999, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.276204] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [163] 1760987717276091, 0.39289, 0.15194, -0.222053, -0.319516, 0.705983, 0.708033, 0.00937612, 0.0137999, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.278638] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [164] 1760987717278533, 0.395332, 0.15194, -0.222053, -0.319516, 0.705983, 0.708033, 0.00937612, 0.0137999, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.281524] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [165] 1760987717281409, 0.398208, 0.15194, -0.222053, -0.319516, 0.705983, 0.708033, 0.00937612, 0.0137999, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.284054] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [167] 1760987717283979, 0.400778, 0.15194, -0.222053, -0.319525, 0.705995, 0.708021, 0.00938867, 0.0137585, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.286937] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [168] 1760987717286825, 0.403624, 0.15194, -0.222053, -0.319525, 0.705995, 0.708021, 0.00938867, 0.0137585, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.289438] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [169] 1760987717289328, 0.406127, 0.15194, -0.222053, -0.319525, 0.705995, 0.708021, 0.00938867, 0.0137585, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.292517] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [170] 1760987717292409, 0.409208, 0.15194, -0.222053, -0.319525, 0.705995, 0.708021, 0.00938867, 0.0137585, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.294686] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [172] 1760987717294581, 0.41138, 0.151941, -0.222051, -0.319531, 0.706016, 0.708001, 0.00940843, 0.0136914, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.298063] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [173] 1760987717297954, 0.414753, 0.151941, -0.222051, -0.319531, 0.706016, 0.708001, 0.00940843, 0.0136914, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.300050] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [174] 1760987717299947, 0.416746, 0.151941, -0.222051, -0.319531, 0.706016, 0.708001, 0.00940843, 0.0136914, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.302703] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [175] 1760987717302593, 0.419392, 0.151941, -0.222051, -0.319531, 0.706016, 0.708001, 0.00940843, 0.0136914, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.305244] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [177] 1760987717305134, 0.421933, 0.151934, -0.222052, -0.319528, 0.705962, 0.708053, 0.00937505, 0.0138176, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.307883] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [178] 1760987717307781, 0.42458, 0.151934, -0.222052, -0.319528, 0.705962, 0.708053, 0.00937505, 0.0138176, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.310562] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [179] 1760987717310453, 0.427252, 0.151934, -0.222052, -0.319528, 0.705962, 0.708053, 0.00937505, 0.0138176, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.313147] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [180] 1760987717312995, 0.429794, 0.151944, -0.222042, -0.319522, 0.705999, 0.708017, 0.00939289, 0.0137523, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.316262] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [182] 1760987717316146, 0.432945, 0.151944, -0.222042, -0.319522, 0.705999, 0.708017, 0.00939289, 0.0137523, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.318634] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [183] 1760987717318529, 0.435328, 0.151944, -0.222042, -0.319522, 0.705999, 0.708017, 0.00939289, 0.0137523, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.321365] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [184] 1760987717321262, 0.438061, 0.151944, -0.222042, -0.319522, 0.705999, 0.708017, 0.00939289, 0.0137523, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.323894] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [185] 1760987717323805, 0.440604, 0.151946, -0.222036, -0.319521, 0.706002, 0.708015, 0.00939673, 0.0137142, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.326724] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [187] 1760987717326612, 0.443411, 0.151946, -0.222036, -0.319521, 0.706002, 0.708015, 0.00939673, 0.0137142, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.329371] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [188] 1760987717329272, 0.446071, 0.151946, -0.222036, -0.319521, 0.706002, 0.708015, 0.00939673, 0.0137142, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.332455] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [189] 1760987717332344, 0.449143, 0.151946, -0.222036, -0.319521, 0.706002, 0.708015, 0.00939673, 0.0137142, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.335145] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [191] 1760987717335029, 0.451828, 0.15193, -0.222042, -0.319499, 0.705995, 0.708022, 0.00938591, 0.0137277, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.337819] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [192] 1760987717337708, 0.454507, 0.15193, -0.222042, -0.319499, 0.705995, 0.708022, 0.00938591, 0.0137277, 0, 0, 0.00215711, 0, 0, 0, 
[2025-10-20 15:15:17.340216] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [193] 1760987717340114, 0.456913, 0.15193, -0.222042, -0.319499, 0.705995, 0.708022, 0.00938591, 0.0137277, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.342608] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [194] 1760987717342506, 0.459305, 0.15193, -0.222042, -0.319499, 0.705995, 0.708022, 0.00938591, 0.0137277, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.345258] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [196] 1760987717345143, 0.461942, 0.151924, -0.222063, -0.319468, 0.706035, 0.707982, 0.00933806, 0.0137602, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.347949] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [197] 1760987717347838, 0.464637, 0.151924, -0.222063, -0.319468, 0.706035, 0.707982, 0.00933806, 0.0137602, 0, -0.00209765, 0.00310128, 0, 0, 0, 
[2025-10-20 15:15:17.352967] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [198] 1760987717352855, 0.469654, 0.151924, -0.222063, -0.319468, 0.706035, 0.707982, 0.00933806, 0.0137602, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.353649] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [199] 1760987717353566, 0.470365, 0.151932, -0.222062, -0.319488, 0.705996, 0.708021, 0.00933286, 0.0137531, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.356606] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [201] 1760987717356495, 0.473294, 0.151932, -0.222062, -0.319488, 0.705996, 0.708021, 0.00933286, 0.0137531, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.359102] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [202] 1760987717358989, 0.475788, 0.151932, -0.222062, -0.319488, 0.705996, 0.708021, 0.00933286, 0.0137531, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.361781] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [203] 1760987717361675, 0.478474, 0.151932, -0.222062, -0.319488, 0.705996, 0.708021, 0.00933286, 0.0137531, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.364551] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [205] 1760987717364443, 0.481242, 0.151948, -0.222052, -0.319522, 0.705933, 0.708082, 0.00936566, 0.0137693, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.367322] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [206] 1760987717367210, 0.484009, 0.151948, -0.222052, -0.319522, 0.705933, 0.708082, 0.00936566, 0.0137693, 0, 0, -0.00344688, 0, 0, 0, 
[2025-10-20 15:15:17.369911] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [207] 1760987717369805, 0.486604, 0.151948, -0.222052, -0.319522, 0.705933, 0.708082, 0.00936566, 0.0137693, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.372593] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [208] 1760987717372480, 0.489279, 0.151948, -0.222052, -0.319522, 0.705933, 0.708082, 0.00936566, 0.0137693, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.375051] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [210] 1760987717374949, 0.491748, 0.151942, -0.22206, -0.319491, 0.70601, 0.708008, 0.00931464, 0.0137312, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.378054] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [211] 1760987717377945, 0.494744, 0.151942, -0.22206, -0.319491, 0.70601, 0.708008, 0.00931464, 0.0137312, 0, 0, 0.00314306, 0, 0, 0, 
[2025-10-20 15:15:17.380343] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [212] 1760987717380233, 0.497032, 0.151942, -0.22206, -0.319491, 0.70601, 0.708008, 0.00931464, 0.0137312, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.383009] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [213] 1760987717382903, 0.499702, 0.151942, -0.22206, -0.319491, 0.70601, 0.708008, 0.00931464, 0.0137312, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.385566] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [215] 1760987717385456, 0.502255, 0.151923, -0.222083, -0.319449, 0.706072, 0.707947, 0.00921185, 0.0136942, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.388321] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [216] 1760987717388212, 0.505011, 0.151923, -0.222083, -0.319449, 0.706072, 0.707947, 0.00921185, 0.0136942, 0, -0.00229803, 0.00417607, 0, 0, 0, 
[2025-10-20 15:15:17.393210] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [217] 1760987717393092, 0.509891, 0.151923, -0.222083, -0.319449, 0.706072, 0.707947, 0.00921185, 0.0136942, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.393799] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [219] 1760987717393745, 0.510544, 0.151938, -0.222103, -0.319473, 0.706049, 0.70797, 0.00929322, 0.0136797, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.396211] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [220] 1760987717396099, 0.512898, 0.151938, -0.222103, -0.319473, 0.706049, 0.70797, 0.00929322, 0.0136797, 0, -0.00201025, -0.00245579, 0, 0, 0, 
[2025-10-20 15:15:17.398893] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [221] 1760987717398787, 0.515586, 0.151938, -0.222103, -0.319473, 0.706049, 0.70797, 0.00929322, 0.0136797, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.401703] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [222] 1760987717401593, 0.518392, 0.151938, -0.222103, -0.319473, 0.706049, 0.70797, 0.00929322, 0.0136797, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.404373] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [224] 1760987717404272, 0.521071, 0.151935, -0.222055, -0.319503, 0.706003, 0.708013, 0.00938136, 0.0137529, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.407105] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [225] 1760987717406993, 0.523792, 0.151935, -0.222055, -0.319503, 0.706003, 0.708013, 0.00938136, 0.0137529, 0, 0.00478432, -0.00294551, 0, 0, 0, 
[2025-10-20 15:15:17.409578] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [226] 1760987717409468, 0.526267, 0.151935, -0.222055, -0.319503, 0.706003, 0.708013, 0.00938136, 0.0137529, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.412333] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [227] 1760987717412227, 0.529026, 0.151935, -0.222055, -0.319503, 0.706003, 0.708013, 0.00938136, 0.0137529, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.414868] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [229] 1760987717414749, 0.531548, 0.15196, -0.222033, -0.31955, 0.705942, 0.708071, 0.00949018, 0.0138032, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.417781] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [230] 1760987717417670, 0.534469, 0.15196, -0.222033, -0.31955, 0.705942, 0.708071, 0.00949018, 0.0138032, 0.00249073, 0.0021839, -0.00468748, 0, 0, 0, 
[2025-10-20 15:15:17.420281] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [231] 1760987717420173, 0.536972, 0.15196, -0.222033, -0.31955, 0.705942, 0.708071, 0.00949018, 0.0138032, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.422855] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [232] 1760987717422747, 0.539546, 0.15196, -0.222033, -0.31955, 0.705942, 0.708071, 0.00949018, 0.0138032, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.425252] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [234] 1760987717425141, 0.54194, 0.151954, -0.222026, -0.319528, 0.705984, 0.70803, 0.00946907, 0.0138182, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.428043] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [235] 1760987717427940, 0.544739, 0.151954, -0.222026, -0.319528, 0.705984, 0.70803, 0.00946907, 0.0138182, 0, 0, 0.00217932, 0, 0, 0, 
[2025-10-20 15:15:17.430737] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [236] 1760987717430627, 0.547426, 0.151954, -0.222026, -0.319528, 0.705984, 0.70803, 0.00946907, 0.0138182, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.433358] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [237] 1760987717433245, 0.550044, 0.151926, -0.22208, -0.319511, 0.70602, 0.707999, 0.00929951, 0.0136733, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.436619] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [239] 1760987717436503, 0.553302, 0.151926, -0.22208, -0.319511, 0.70602, 0.707999, 0.00929951, 0.0136733, -0.00273428, -0.00538218, 0, 0, 0.0444915, 0, 
[2025-10-20 15:15:17.438525] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [240] 1760987717438420, 0.555219, 0.151926, -0.22208, -0.319511, 0.70602, 0.707999, 0.00929951, 0.0136733, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.441263] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [241] 1760987717441158, 0.557957, 0.151926, -0.22208, -0.319511, 0.70602, 0.707999, 0.00929951, 0.0136733, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.443779] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [243] 1760987717443720, 0.560519, 0.15191, -0.222108, -0.319471, 0.706086, 0.707934, 0.00926088, 0.0136342, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.446623] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [244] 1760987717446513, 0.563312, 0.15191, -0.222108, -0.319471, 0.706086, 0.707934, 0.00926088, 0.0136342, 0, -0.00283849, 0.00400193, 0, 0, 0, 
[2025-10-20 15:15:17.449013] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [245] 1760987717448912, 0.565711, 0.15191, -0.222108, -0.319471, 0.706086, 0.707934, 0.00926088, 0.0136342, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.451832] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [246] 1760987717451722, 0.568521, 0.15191, -0.222108, -0.319471, 0.706086, 0.707934, 0.00926088, 0.0136342, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.454297] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [248] 1760987717454221, 0.57102, 0.151931, -0.222114, -0.319482, 0.706073, 0.707946, 0.00930564, 0.0136486, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.457204] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [249] 1760987717457094, 0.573893, 0.151931, -0.222114, -0.319482, 0.706073, 0.707946, 0.00930564, 0.0136486, 0.00211426, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.459677] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [250] 1760987717459568, 0.576367, 0.151931, -0.222114, -0.319482, 0.706073, 0.707946, 0.00930564, 0.0136486, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.462500] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [251] 1760987717462400, 0.579199, 0.151931, -0.222114, -0.319482, 0.706073, 0.707946, 0.00930564, 0.0136486, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.465159] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [253] 1760987717465047, 0.581846, 0.15194, -0.222097, -0.319474, 0.706089, 0.70793, 0.00930815, 0.0136342, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.467685] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [254] 1760987717467574, 0.584373, 0.15194, -0.222097, -0.319474, 0.706089, 0.70793, 0.00930815, 0.0136342, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.470440] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [255] 1760987717470327, 0.587126, 0.15194, -0.222097, -0.319474, 0.706089, 0.70793, 0.00930815, 0.0136342, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.472782] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [256] 1760987717472674, 0.589473, 0.15194, -0.222097, -0.319474, 0.706089, 0.70793, 0.00930815, 0.0136342, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.475421] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [258] 1760987717475312, 0.592111, 0.151933, -0.222077, -0.319497, 0.706031, 0.707987, 0.00931556, 0.0137068, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.478062] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [259] 1760987717477953, 0.594752, 0.151933, -0.222077, -0.319497, 0.706031, 0.707987, 0.00931556, 0.0137068, 0, 0, -0.0022559, 0, 0, 0, 
[2025-10-20 15:15:17.480530] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [260] 1760987717480422, 0.597221, 0.151933, -0.222077, -0.319497, 0.706031, 0.707987, 0.00931556, 0.0137068, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.484520] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [262] 1760987717484416, 0.601215, 0.151933, -0.222058, -0.319498, 0.706001, 0.708015, 0.00935565, 0.0137683, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.486057] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [263] 1760987717485947, 0.602746, 0.151933, -0.222058, -0.319498, 0.706001, 0.708015, 0.00935565, 0.0137683, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.488284] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [264] 1760987717488180, 0.604979, 0.151933, -0.222058, -0.319498, 0.706001, 0.708015, 0.00935565, 0.0137683, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.491073] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [265] 1760987717490950, 0.607749, 0.151933, -0.222058, -0.319498, 0.706001, 0.708015, 0.00935565, 0.0137683, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.493688] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [266] 1760987717493601, 0.6104, 0.151936, -0.222057, -0.319499, 0.706003, 0.708013, 0.00939626, 0.013764, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.496745] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [268] 1760987717496631, 0.61343, 0.151936, -0.222057, -0.319499, 0.706003, 0.708013, 0.00939626, 0.013764, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.498921] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [269] 1760987717498815, 0.615614, 0.151936, -0.222057, -0.319499, 0.706003, 0.708013, 0.00939626, 0.013764, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.502655] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [270] 1760987717502542, 0.619341, 0.151936, -0.222057, -0.319499, 0.706003, 0.708013, 0.00939626, 0.013764, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.504071] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [271] 1760987717503981, 0.62078, 0.15195, -0.222064, -0.319521, 0.705952, 0.708063, 0.00943263, 0.013779, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.506723] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [273] 1760987717506613, 0.623412, 0.15195, -0.222064, -0.319521, 0.705952, 0.708063, 0.00943263, 0.013779, 0, 0, -0.00215218, 0, 0, 0, 
